,State,Transaction_Year,Quaters,Transaction_type,Transaction_count,Transaction_amount
0,madhya-pradesh,2021,3,Merchant payments,138433772,85885669792
1,madhya-pradesh,2021,3,Peer-to-peer payments,127654821,398912712886
2,madhya-pradesh,2021,3,Recharge & bill payments,44437315,19025346050
3,madhya-pradesh,2021,3,Financial Services,174454,180366422
4,madhya-pradesh,2021,3,Others,742972,408508699
5,madhya-pradesh,2021,4,Merchant payments,197193842,126461098235
6,madhya-pradesh,2021,4,Peer-to-peer payments,159649020,507118521843
7,madhya-pradesh,2021,4,Recharge & bill payments,46220966,22492766779
8,madhya-pradesh,2021,4,Financial Services,247925,246488171
9,madhya-pradesh,2021,4,Others,996331,568617375
10,madhya-pradesh,2021,1,Merchant payments,84812245,50098244499
11,madhya-pradesh,2021,1,Peer-to-peer payments,84070625,279938170703
12,madhya-pradesh,2021,1,Recharge & bill payments,32500681,13060914041
13,madhya-pradesh,2021,1,Financial Services,169378,161838389
14,madhya-pradesh,2021,1,Others,445569,274786748
15,madhya-pradesh,2021,2,Peer-to-peer payments,99367521,348935762191
16,madhya-pradesh,2021,2,Merchant payments,77113464,58839392449
17,madhya-pradesh,2021,2,Recharge & bill payments,46118636,17230546398
18,madhya-pradesh,2021,2,Financial Services,188726,177313389
19,madhya-pradesh,2021,2,Others,526333,317753606
20,madhya-pradesh,2023,1,Merchant payments,404378350,208281637594
21,madhya-pradesh,2023,1,Peer-to-peer payments,263524301,809388762719
22,madhya-pradesh,2023,1,Recharge & bill payments,65818962,43725957842
23,madhya-pradesh,2023,1,Financial Services,226835,236606773
24,madhya-pradesh,2023,1,Others,618522,393634973
25,madhya-pradesh,2023,2,Merchant payments,479498828,236960764220
26,madhya-pradesh,2023,2,Peer-to-peer payments,294125925,916102516476
27,madhya-pradesh,2023,2,Recharge & bill payments,73584106,48712706741
28,madhya-pradesh,2023,2,Financial Services,248905,289207465
29,madhya-pradesh,2023,2,Others,579296,375754606
30,madhya-pradesh,2020,3,Peer-to-peer payments,50871564,174978985034
31,madhya-pradesh,2020,3,Merchant payments,31879804,20621273981
32,madhya-pradesh,2020,3,Recharge & bill payments,25380467,9834190567
33,madhya-pradesh,2020,3,Financial Services,131725,122971108
34,madhya-pradesh,2020,3,Others,316321,144259293
35,madhya-pradesh,2020,4,Peer-to-peer payments,67972167,235584201864
36,madhya-pradesh,2020,4,Merchant payments,57707471,37315576877
37,madhya-pradesh,2020,4,Recharge & bill payments,27335834,10977774483
38,madhya-pradesh,2020,4,Financial Services,149532,132590450
39,madhya-pradesh,2020,4,Others,487537,264996097
40,madhya-pradesh,2020,1,Peer-to-peer payments,34540722,110325991607
41,madhya-pradesh,2020,1,Merchant payments,24618074,9898242848
42,madhya-pradesh,2020,1,Recharge & bill payments,19788516,6311610609
43,madhya-pradesh,2020,1,Financial Services,68055,30645714
44,madhya-pradesh,2020,1,Others,351379,170790656
45,madhya-pradesh,2020,2,Peer-to-peer payments,34860958,128184693854
46,madhya-pradesh,2020,2,Recharge & bill payments,27497528,8904067957
47,madhya-pradesh,2020,2,Merchant payments,13685723,10666223053
48,madhya-pradesh,2020,2,Financial Services,80988,62073621
49,madhya-pradesh,2020,2,Others,215376,104956802
50,madhya-pradesh,2022,3,Merchant payments,391105651,212445928287
51,madhya-pradesh,2022,3,Peer-to-peer payments,267013695,780650402034
52,madhya-pradesh,2022,3,Recharge & bill payments,72148870,39132574047
53,madhya-pradesh,2022,3,Financial Services,240678,236981163
54,madhya-pradesh,2022,3,Others,750665,442608716
55,madhya-pradesh,2022,4,Merchant payments,492999084,272801597092
56,madhya-pradesh,2022,4,Peer-to-peer payments,325467851,984255199293
57,madhya-pradesh,2022,4,Recharge & bill payments,79289399,45143248068
58,madhya-pradesh,2022,4,Financial Services,286931,278304972
59,madhya-pradesh,2022,4,Others,785003,521508120
60,madhya-pradesh,2022,1,Merchant payments,237691924,143310226696
61,madhya-pradesh,2022,1,Peer-to-peer payments,185008444,578201697703
62,madhya-pradesh,2022,1,Recharge & bill payments,48870314,25437774564
63,madhya-pradesh,2022,1,Financial Services,222923,219927120
64,madhya-pradesh,2022,1,Others,909453,495513514
65,madhya-pradesh,2022,2,Merchant payments,287616385,174183397721
66,madhya-pradesh,2022,2,Peer-to-peer payments,202093283,663180522499
67,madhya-pradesh,2022,2,Recharge & bill payments,54318983,29125694281
68,madhya-pradesh,2022,2,Financial Services,157672,153944499
69,madhya-pradesh,2022,2,Others,713506,381178326
70,madhya-pradesh,2019,3,Peer-to-peer payments,22631038,67648107703
71,madhya-pradesh,2019,3,Merchant payments,17163551,5147459307
72,madhya-pradesh,2019,3,Recharge & bill payments,13156616,4576521609
73,madhya-pradesh,2019,3,Financial Services,192821,25654168
74,madhya-pradesh,2019,3,Others,466385,278578703
75,madhya-pradesh,2019,4,Peer-to-peer payments,32083162,92064471161
76,madhya-pradesh,2019,4,Merchant payments,19447707,7304157801
77,madhya-pradesh,2019,4,Recharge & bill payments,16081734,5104821720
78,madhya-pradesh,2019,4,Financial Services,127116,24020060
79,madhya-pradesh,2019,4,Others,392270,190456045
80,madhya-pradesh,2019,1,Peer-to-peer payments,23708825,44114206183
81,madhya-pradesh,2019,1,Recharge & bill payments,9966905,2423593841
82,madhya-pradesh,2019,1,Merchant payments,3018928,1263699222
83,madhya-pradesh,2019,1,Financial Services,290838,28901169
84,madhya-pradesh,2019,1,Others,315553,239879105
85,madhya-pradesh,2019,2,Peer-to-peer payments,20868744,61758841793
86,madhya-pradesh,2019,2,Recharge & bill payments,12044969,3571897178
87,madhya-pradesh,2019,2,Merchant payments,7331352,2671155681
88,madhya-pradesh,2019,2,Financial Services,149197,18869661
89,madhya-pradesh,2019,2,Others,451751,313802065
90,madhya-pradesh,2018,3,Peer-to-peer payments,9988509,22057686208
91,madhya-pradesh,2018,3,Recharge & bill payments,5733261,1367773856
92,madhya-pradesh,2018,3,Merchant payments,784995,465390819
93,madhya-pradesh,2018,3,Financial Services,359440,46120458
94,madhya-pradesh,2018,3,Others,260780,212770861
95,madhya-pradesh,2018,4,Peer-to-peer payments,11456555,30897348664
96,madhya-pradesh,2018,4,Recharge & bill payments,7273502,1669345516
97,madhya-pradesh,2018,4,Merchant payments,2056426,1036249753
98,madhya-pradesh,2018,4,Financial Services,313540,43367243
99,madhya-pradesh,2018,4,Others,297532,259296894
100,madhya-pradesh,2018,1,Recharge & bill payments,4404190,667057311
101,madhya-pradesh,2018,1,Peer-to-peer payments,2848290,7590790588
102,madhya-pradesh,2018,1,Financial Services,230519,43374288
103,madhya-pradesh,2018,1,Merchant payments,196394,170119673
104,madhya-pradesh,2018,1,Others,346002,210261540
105,madhya-pradesh,2018,2,Recharge & bill payments,5324535,1132090445
106,madhya-pradesh,2018,2,Peer-to-peer payments,4269392,14155603482
107,madhya-pradesh,2018,2,Merchant payments,397135,339308203
108,madhya-pradesh,2018,2,Financial Services,305553,53860331
109,madhya-pradesh,2018,2,Others,264797,243218603
110,bihar,2021,3,Peer-to-peer payments,92785704,331514102784
111,bihar,2021,3,Merchant payments,64094961,53849745604
112,bihar,2021,3,Recharge & bill payments,30081746,11327303470
113,bihar,2021,3,Financial Services,135748,130349071
114,bihar,2021,3,Others,572954,241260025
115,bihar,2021,4,Peer-to-peer payments,117340712,423665098014
116,bihar,2021,4,Merchant payments,95992559,81729122295
117,bihar,2021,4,Recharge & bill payments,30824177,13438634948
118,bihar,2021,4,Financial Services,186298,173358268
119,bihar,2021,4,Others,783199,365400541
120,bihar,2021,1,Peer-to-peer payments,58566582,242013312361
121,bihar,2021,1,Merchant payments,33959313,30171144593
122,bihar,2021,1,Recharge & bill payments,21974086,8505455545
123,bihar,2021,1,Financial Services,124277,112949858
124,bihar,2021,1,Others,308219,170787342
125,bihar,2021,2,Peer-to-peer payments,78694099,319758683264
126,bihar,2021,2,Merchant payments,44686786,43458914639
127,bihar,2021,2,Recharge & bill payments,31646149,11030849713
128,bihar,2021,2,Financial Services,149791,116086345
129,bihar,2021,2,Others,426797,215721223
130,bihar,2023,1,Merchant payments,251601655,175053265606
131,bihar,2023,1,Peer-to-peer payments,245677870,836428049163
132,bihar,2023,1,Recharge & bill payments,49781169,27372239431
133,bihar,2023,1,Financial Services,194601,158138446
134,bihar,2023,1,Others,575900,265267298
135,bihar,2023,2,Merchant payments,330603039,214402873623
136,bihar,2023,2,Peer-to-peer payments,293616270,980139698305
137,bihar,2023,2,Recharge & bill payments,58928748,31064849666
138,bihar,2023,2,Financial Services,211722,190366037
139,bihar,2023,2,Others,573315,248957759
140,bihar,2020,3,Peer-to-peer payments,37294332,153664683751
141,bihar,2020,3,Recharge & bill payments,19027978,6313780616
142,bihar,2020,3,Merchant payments,14777337,13111735855
143,bihar,2020,3,Financial Services,104135,81355476
144,bihar,2020,3,Others,299966,157309412
145,bihar,2020,4,Peer-to-peer payments,49432098,208484557891
146,bihar,2020,4,Merchant payments,26750991,23185594534
147,bihar,2020,4,Recharge & bill payments,19908687,6926960996
148,bihar,2020,4,Financial Services,119416,100785736
149,bihar,2020,4,Others,380481,207713978
150,bihar,2020,1,Peer-to-peer payments,23163922,99873688132
151,bihar,2020,1,Recharge & bill payments,13837430,3680590624
152,bihar,2020,1,Merchant payments,7822567,5562692116
153,bihar,2020,1,Financial Services,57233,23954789
154,bihar,2020,1,Others,200663,115927863
155,bihar,2020,2,Peer-to-peer payments,26572651,116244368941
156,bihar,2020,2,Recharge & bill payments,19522564,5642294772
157,bihar,2020,2,Merchant payments,7011681,6760404421
158,bihar,2020,2,Financial Services,73119,54077813
159,bihar,2020,2,Others,206727,105377680
160,bihar,2022,3,Merchant payments,198273336,137873615624
161,bihar,2022,3,Peer-to-peer payments,192304951,632747186972
162,bihar,2022,3,Recharge & bill payments,46044353,20417791249
163,bihar,2022,3,Financial Services,179533,161987346
164,bihar,2022,3,Others,565212,245905365
165,bihar,2022,4,Merchant payments,243777692,172924170171
166,bihar,2022,4,Peer-to-peer payments,225487662,739870172148
167,bihar,2022,4,Recharge & bill payments,47054083,22729599211
168,bihar,2022,4,Financial Services,205989,199208429
169,bihar,2022,4,Others,559223,288999714
170,bihar,2022,1,Peer-to-peer payments,138085265,500024806542
171,bihar,2022,1,Merchant payments,114892163,95507710275
172,bihar,2022,1,Recharge & bill payments,30545266,15431605247
173,bihar,2022,1,Financial Services,169722,148088975
174,bihar,2022,1,Others,698018,299484690
175,bihar,2022,2,Peer-to-peer payments,164119431,610448610667
176,bihar,2022,2,Merchant payments,158289353,126423430586
177,bihar,2022,2,Recharge & bill payments,36950622,17225668601
178,bihar,2022,2,Financial Services,124199,116203820
179,bihar,2022,2,Others,661424,247541289
180,bihar,2019,3,Peer-to-peer payments,15446119,61831776093
181,bihar,2019,3,Recharge & bill payments,9115040,2140566974
182,bihar,2019,3,Merchant payments,7206001,3413490288
183,bihar,2019,3,Financial Services,89997,20145460
184,bihar,2019,3,Others,282743,286804437
185,bihar,2019,4,Peer-to-peer payments,26337842,86340631422
186,bihar,2019,4,Recharge & bill payments,11358597,2649616529
187,bihar,2019,4,Merchant payments,5519582,4177574379
188,bihar,2019,4,Financial Services,100192,18815964
189,bihar,2019,4,Others,214101,126788281
190,bihar,2019,1,Peer-to-peer payments,16807040,38824078062
191,bihar,2019,1,Recharge & bill payments,7036367,1333688182
192,bihar,2019,1,Merchant payments,2055267,1024996999
193,bihar,2019,1,Financial Services,204689,28599535
194,bihar,2019,1,Others,252871,291464734
195,bihar,2019,2,Peer-to-peer payments,15837449,58381285240
196,bihar,2019,2,Recharge & bill payments,9279442,1996804238
197,bihar,2019,2,Merchant payments,4365465,2308145849
198,bihar,2019,2,Financial Services,129603,63338108
199,bihar,2019,2,Others,348520,382864846
200,bihar,2018,3,Peer-to-peer payments,8893764,18695889187
201,bihar,2018,3,Recharge & bill payments,4401439,804061398
202,bihar,2018,3,Merchant payments,586862,367608510
203,bihar,2018,3,Financial Services,274510,33276460
204,bihar,2018,3,Others,211229,234968821
205,bihar,2018,4,Peer-to-peer payments,8094296,26224303882
206,bihar,2018,4,Recharge & bill payments,5469096,986310785
207,bihar,2018,4,Merchant payments,1680664,848968693
208,bihar,2018,4,Financial Services,237247,36199427
209,bihar,2018,4,Others,251098,302214380
210,bihar,2018,1,Recharge & bill payments,3159922,375559206
211,bihar,2018,1,Peer-to-peer payments,2052089,5295346761
212,bihar,2018,1,Financial Services,194295,33999413
213,bihar,2018,1,Merchant payments,138885,139827755
214,bihar,2018,1,Others,279111,201025034
215,bihar,2018,2,Recharge & bill payments,4346849,700649777
216,bihar,2018,2,Peer-to-peer payments,3447898,12141448845
217,bihar,2018,2,Merchant payments,311487,318571872
218,bihar,2018,2,Financial Services,267433,45332532
219,bihar,2018,2,Others,258711,300128082
220,uttarakhand,2021,3,Merchant payments,13673085,9001414756
221,uttarakhand,2021,3,Peer-to-peer payments,11867174,39256650720
222,uttarakhand,2021,3,Recharge & bill payments,5388011,2182554095
223,uttarakhand,2021,3,Financial Services,27839,38013969
224,uttarakhand,2021,3,Others,86175,48863242
225,uttarakhand,2021,4,Merchant payments,19850878,13515464697
226,uttarakhand,2021,4,Peer-to-peer payments,14819203,49969580473
227,uttarakhand,2021,4,Recharge & bill payments,5536262,2540546090
228,uttarakhand,2021,4,Financial Services,38764,51212042
229,uttarakhand,2021,4,Others,116173,71304856
230,uttarakhand,2021,1,Merchant payments,8393767,5283142247
231,uttarakhand,2021,1,Peer-to-peer payments,7981710,29202365442
232,uttarakhand,2021,1,Recharge & bill payments,4146569,1727960484
233,uttarakhand,2021,1,Financial Services,30208,38400863
234,uttarakhand,2021,1,Others,56148,36320362
235,uttarakhand,2021,2,Peer-to-peer payments,9374939,32674145244
236,uttarakhand,2021,2,Merchant payments,9134389,6257528832
237,uttarakhand,2021,2,Recharge & bill payments,5388285,1979824048
238,uttarakhand,2021,2,Financial Services,31497,35404991
239,uttarakhand,2021,2,Others,71322,43914757
240,uttarakhand,2023,1,Merchant payments,46150691,24023994792
241,uttarakhand,2023,1,Peer-to-peer payments,25105743,78202343600
242,uttarakhand,2023,1,Recharge & bill payments,7974874,4828592096
243,uttarakhand,2023,1,Financial Services,49836,56455666
244,uttarakhand,2023,1,Others,104531,68521431
245,uttarakhand,2023,2,Merchant payments,61652430,30881251416
246,uttarakhand,2023,2,Peer-to-peer payments,31690416,97448517076
247,uttarakhand,2023,2,Recharge & bill payments,9247601,5608284038
248,uttarakhand,2023,2,Financial Services,58524,66971615
249,uttarakhand,2023,2,Others,109243,67848253
250,uttarakhand,2020,3,Peer-to-peer payments,4836512,18377468807
251,uttarakhand,2020,3,Recharge & bill payments,3751993,1509373287
252,uttarakhand,2020,3,Merchant payments,3164623,2166776519
253,uttarakhand,2020,3,Financial Services,20455,26449980
254,uttarakhand,2020,3,Others,45352,23442372
255,uttarakhand,2020,4,Peer-to-peer payments,6748183,25748737002
256,uttarakhand,2020,4,Merchant payments,6629201,4274032856
257,uttarakhand,2020,4,Recharge & bill payments,4140391,1697819950
258,uttarakhand,2020,4,Financial Services,27120,29791064
259,uttarakhand,2020,4,Others,68376,42358455
260,uttarakhand,2020,1,Peer-to-peer payments,3792776,13999676596
261,uttarakhand,2020,1,Recharge & bill payments,2990764,1028598924
262,uttarakhand,2020,1,Merchant payments,2289657,1094245197
263,uttarakhand,2020,1,Financial Services,10246,8180881
264,uttarakhand,2020,1,Others,48341,27378658
265,uttarakhand,2020,2,Recharge & bill payments,3755695,1303523584
266,uttarakhand,2020,2,Peer-to-peer payments,3656029,13572964169
267,uttarakhand,2020,2,Merchant payments,1587042,1181497493
268,uttarakhand,2020,2,Financial Services,15023,17612288
269,uttarakhand,2020,2,Others,33981,18590166
270,uttarakhand,2022,3,Merchant payments,35069444,20528059274
271,uttarakhand,2022,3,Peer-to-peer payments,22031045,68377272372
272,uttarakhand,2022,3,Recharge & bill payments,6765699,3633710468
273,uttarakhand,2022,3,Financial Services,38061,44669245
274,uttarakhand,2022,3,Others,92270,57548577
275,uttarakhand,2022,4,Merchant payments,43185705,26026949674
276,uttarakhand,2022,4,Peer-to-peer payments,27043038,85220041974
277,uttarakhand,2022,4,Recharge & bill payments,7610775,4128624164
278,uttarakhand,2022,4,Financial Services,44569,55762460
279,uttarakhand,2022,4,Others,99793,64668557
280,uttarakhand,2022,1,Merchant payments,22595602,14585438346
281,uttarakhand,2022,1,Peer-to-peer payments,16201632,53535521438
282,uttarakhand,2022,1,Recharge & bill payments,5617605,2745987927
283,uttarakhand,2022,1,Financial Services,39033,49695999
284,uttarakhand,2022,1,Others,106900,62138787
285,uttarakhand,2022,2,Merchant payments,32087670,19479185362
286,uttarakhand,2022,2,Peer-to-peer payments,19677409,65563901300
287,uttarakhand,2022,2,Recharge & bill payments,6263098,3174160697
288,uttarakhand,2022,2,Financial Services,32284,37217548
289,uttarakhand,2022,2,Others,106417,58906116
290,uttarakhand,2019,3,Peer-to-peer payments,2313544,8512622076
291,uttarakhand,2019,3,Recharge & bill payments,2201606,683772296
292,uttarakhand,2019,3,Merchant payments,1121052,480794827
293,uttarakhand,2019,3,Financial Services,12119,4570326
294,uttarakhand,2019,3,Others,62155,47272543
295,uttarakhand,2019,4,Peer-to-peer payments,3210116,11020339546
296,uttarakhand,2019,4,Recharge & bill payments,2547173,817728111
297,uttarakhand,2019,4,Merchant payments,1542944,701746516
298,uttarakhand,2019,4,Financial Services,11585,3555524
299,uttarakhand,2019,4,Others,50298,30336605
300,uttarakhand,2019,1,Peer-to-peer payments,3499130,6512361464
301,uttarakhand,2019,1,Recharge & bill payments,1590269,394631055
302,uttarakhand,2019,1,Merchant payments,372290,226281078
303,uttarakhand,2019,1,Financial Services,28784,3951610
304,uttarakhand,2019,1,Others,55528,46303966
305,uttarakhand,2019,2,Peer-to-peer payments,2383662,7752954670
306,uttarakhand,2019,2,Recharge & bill payments,1616176,454962951
307,uttarakhand,2019,2,Merchant payments,721858,323876953
308,uttarakhand,2019,2,Financial Services,21852,2550386
309,uttarakhand,2019,2,Others,69727,54187888
310,uttarakhand,2018,3,Peer-to-peer payments,1049725,3356030294
311,uttarakhand,2018,3,Recharge & bill payments,1004356,239244556
312,uttarakhand,2018,3,Merchant payments,112342,84447374
313,uttarakhand,2018,3,Financial Services,22792,4334709
314,uttarakhand,2018,3,Others,39917,42516103
315,uttarakhand,2018,4,Peer-to-peer payments,1556731,5072621132
316,uttarakhand,2018,4,Recharge & bill payments,1252124,292877734
317,uttarakhand,2018,4,Merchant payments,289733,228453045
318,uttarakhand,2018,4,Financial Services,29916,6035161
319,uttarakhand,2018,4,Others,50257,54285064
320,uttarakhand,2018,1,Recharge & bill payments,730428,124377517
321,uttarakhand,2018,1,Peer-to-peer payments,399545,1296603346
322,uttarakhand,2018,1,Merchant payments,35382,39372913
323,uttarakhand,2018,1,Financial Services,27761,5637758
324,uttarakhand,2018,1,Others,53569,42553823
325,uttarakhand,2018,2,Recharge & bill payments,946332,193802092
326,uttarakhand,2018,2,Peer-to-peer payments,620490,2358941864
327,uttarakhand,2018,2,Merchant payments,60494,66946005
328,uttarakhand,2018,2,Financial Services,29919,7913276
329,uttarakhand,2018,2,Others,46887,52152138
330,manipur,2021,3,Peer-to-peer payments,1819423,9134806594
331,manipur,2021,3,Recharge & bill payments,1368584,367664440
332,manipur,2021,3,Merchant payments,735707,889317377
333,manipur,2021,3,Financial Services,3460,5625517
334,manipur,2021,3,Others,14222,9447098
335,manipur,2021,4,Peer-to-peer payments,2199970,10998828287
336,manipur,2021,4,Recharge & bill payments,1451488,412791673
337,manipur,2021,4,Merchant payments,1013985,1229517397
338,manipur,2021,4,Financial Services,4671,5941100
339,manipur,2021,4,Others,17325,11393578
340,manipur,2021,1,Peer-to-peer payments,1117829,6402367883
341,manipur,2021,1,Recharge & bill payments,796590,223955812
342,manipur,2021,1,Merchant payments,377280,433297594
343,manipur,2021,1,Financial Services,3398,4385333
344,manipur,2021,1,Others,8438,6280890
345,manipur,2021,2,Peer-to-peer payments,1372821,7041837917
346,manipur,2021,2,Recharge & bill payments,1187952,305103750
347,manipur,2021,2,Merchant payments,510734,531484849
348,manipur,2021,2,Financial Services,4165,4256098
349,manipur,2021,2,Others,10603,7145346
350,manipur,2023,1,Peer-to-peer payments,1703742,7281781083
351,manipur,2023,1,Merchant payments,933135,1083073192
352,manipur,2023,1,Recharge & bill payments,613398,214427498
353,manipur,2023,1,Financial Services,3529,3178295
354,manipur,2023,1,Others,4579,3104024
355,manipur,2023,2,Peer-to-peer payments,812842,3763543566
356,manipur,2023,2,Merchant payments,499534,569980400
357,manipur,2023,2,Recharge & bill payments,290239,127777535
358,manipur,2023,2,Financial Services,1849,1430976
359,manipur,2023,2,Others,1807,1144176
360,manipur,2020,3,Peer-to-peer payments,774786,4301284799
361,manipur,2020,3,Recharge & bill payments,464659,113190539
362,manipur,2020,3,Merchant payments,170653,195132026
363,manipur,2020,3,Financial Services,1878,1593035
364,manipur,2020,3,Others,8192,4775719
365,manipur,2020,4,Peer-to-peer payments,892853,5172499337
366,manipur,2020,4,Recharge & bill payments,436450,114202616
367,manipur,2020,4,Merchant payments,289050,307902115
368,manipur,2020,4,Financial Services,1806,2448402
369,manipur,2020,4,Others,7693,5172086
370,manipur,2020,1,Peer-to-peer payments,451733,2458093401
371,manipur,2020,1,Recharge & bill payments,285234,62688260
372,manipur,2020,1,Merchant payments,78067,74202067
373,manipur,2020,1,Financial Services,622,354184
374,manipur,2020,1,Others,3145,3252467
375,manipur,2020,2,Peer-to-peer payments,533206,2980242535
376,manipur,2020,2,Recharge & bill payments,450830,107589094
377,manipur,2020,2,Merchant payments,92110,106540409
378,manipur,2020,2,Financial Services,1676,1457570
379,manipur,2020,2,Others,5246,3106603
380,manipur,2022,3,Peer-to-peer payments,3127266,12927705072
381,manipur,2022,3,Merchant payments,1829741,2010460357
382,manipur,2022,3,Recharge & bill payments,1379911,432182393
383,manipur,2022,3,Financial Services,4524,4671353
384,manipur,2022,3,Others,11300,6411090
385,manipur,2022,4,Peer-to-peer payments,3259645,13133729481
386,manipur,2022,4,Merchant payments,1828984,2074698993
387,manipur,2022,4,Recharge & bill payments,1325391,406031254
388,manipur,2022,4,Financial Services,4691,5754919
389,manipur,2022,4,Others,9959,5742049
390,manipur,2022,1,Peer-to-peer payments,2517626,12169368063
391,manipur,2022,1,Recharge & bill payments,1528476,469035958
392,manipur,2022,1,Merchant payments,1247205,1489604137
393,manipur,2022,1,Financial Services,4878,6057615
394,manipur,2022,1,Others,15494,10435303
395,manipur,2022,2,Peer-to-peer payments,2843426,12704512238
396,manipur,2022,2,Merchant payments,1709547,1757831052
397,manipur,2022,2,Recharge & bill payments,1533778,448637966
398,manipur,2022,2,Financial Services,4069,4753628
399,manipur,2022,2,Others,14812,7175748
400,manipur,2019,3,Recharge & bill payments,180057,36634657
401,manipur,2019,3,Peer-to-peer payments,144965,803335616
402,manipur,2019,3,Merchant payments,17683,20490224
403,manipur,2019,3,Financial Services,358,367865
404,manipur,2019,3,Others,1945,2723638
405,manipur,2019,4,Recharge & bill payments,212136,44202546
406,manipur,2019,4,Peer-to-peer payments,211927,1123258478
407,manipur,2019,4,Merchant payments,23094,30486780
408,manipur,2019,4,Financial Services,548,240641
409,manipur,2019,4,Others,1639,2709234
410,manipur,2019,1,Peer-to-peer payments,127067,619919870
411,manipur,2019,1,Recharge & bill payments,120000,22106830
412,manipur,2019,1,Merchant payments,15190,14580183
413,manipur,2019,1,Financial Services,800,174777
414,manipur,2019,1,Others,2352,3116398
415,manipur,2019,2,Peer-to-peer payments,120153,679785849
416,manipur,2019,2,Recharge & bill payments,116500,23573234
417,manipur,2019,2,Merchant payments,18044,15996651
418,manipur,2019,2,Financial Services,387,91955
419,manipur,2019,2,Others,2341,3342252
420,manipur,2018,3,Peer-to-peer payments,95204,357768750
421,manipur,2018,3,Recharge & bill payments,81323,13912990
422,manipur,2018,3,Merchant payments,7396,9180953
423,manipur,2018,3,Financial Services,2577,333081
424,manipur,2018,3,Others,2758,2135468
425,manipur,2018,4,Recharge & bill payments,113507,18898063
426,manipur,2018,4,Peer-to-peer payments,104872,562009595
427,manipur,2018,4,Merchant payments,13333,20685433
428,manipur,2018,4,Financial Services,1452,307325
429,manipur,2018,4,Others,2946,3783141
430,manipur,2018,1,Recharge & bill payments,50212,6463184
431,manipur,2018,1,Peer-to-peer payments,26382,115495173
432,manipur,2018,1,Financial Services,2660,412579
433,manipur,2018,1,Merchant payments,1614,3616475
434,manipur,2018,1,Others,3201,2058760
435,manipur,2018,2,Recharge & bill payments,77991,11541247
436,manipur,2018,2,Peer-to-peer payments,60365,232157389
437,manipur,2018,2,Financial Services,5992,1241901
438,manipur,2018,2,Merchant payments,4041,5366759
439,manipur,2018,2,Others,3332,2902422
440,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Merchant payments,1312241,706774071
441,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Peer-to-peer payments,1262732,3339347400
442,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Recharge & bill payments,544322,253199754
443,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Financial Services,2065,2252116
444,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Others,8110,4365759
445,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Merchant payments,2013673,1058989463
446,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Peer-to-peer payments,1577168,4202291071
447,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Recharge & bill payments,551618,294991582
448,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Financial Services,2909,3159306
449,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Others,11717,6407962
450,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Peer-to-peer payments,768921,2379220756
451,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Merchant payments,705821,367522132
452,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Recharge & bill payments,442926,213177144
453,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Financial Services,2243,1930008
454,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Others,5333,3782868
455,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Peer-to-peer payments,843550,2512913026
456,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Merchant payments,802899,430487473
457,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Recharge & bill payments,471136,208762964
458,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Financial Services,1826,1763792
459,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Others,5672,3741204
460,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Merchant payments,7184933,2778820380
461,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Peer-to-peer payments,3623830,9079653826
462,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Recharge & bill payments,979503,746971431
463,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Financial Services,3546,2855684
464,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Others,12173,5789879
465,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Merchant payments,8331573,3135694669
466,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Peer-to-peer payments,3962990,9804533561
467,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Recharge & bill payments,1046280,800283519
468,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Financial Services,3985,4431276
469,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Others,12287,5595163
470,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Recharge & bill payments,455603,201223380
471,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Peer-to-peer payments,419524,1401020928
472,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Merchant payments,257572,143497844
