,State,Transaction_Year,Quaters,Transaction_type,Transaction_count,Transaction_amount
984,rajasthan,2018,1,Others,358428,271943533
985,rajasthan,2018,2,Recharge & bill payments,5288093,1511007056
986,rajasthan,2018,2,Peer-to-peer payments,3770555,13341587602
987,rajasthan,2018,2,Merchant payments,345752,342809667
988,rajasthan,2018,2,Financial Services,279471,52145152
989,rajasthan,2018,2,Others,289826,311536696
990,chandigarh,2021,3,Merchant payments,3179506,2245390329
991,chandigarh,2021,3,Peer-to-peer payments,2434417,8927868098
992,chandigarh,2021,3,Recharge & bill payments,1008585,620437997
993,chandigarh,2021,3,Financial Services,5700,7960844
994,chandigarh,2021,3,Others,21170,14225734
995,chandigarh,2021,4,Merchant payments,4056249,3041038519
996,chandigarh,2021,4,Peer-to-peer payments,2797561,10610461952
997,chandigarh,2021,4,Recharge & bill payments,1013153,693790747
998,chandigarh,2021,4,Financial Services,7038,10459431
999,chandigarh,2021,4,Others,24902,17832859
1000,chandigarh,2021,1,Merchant payments,1799072,1210594490
1001,chandigarh,2021,1,Peer-to-peer payments,1472084,5916467167
1002,chandigarh,2021,1,Recharge & bill payments,678396,451109555
1003,chandigarh,2021,1,Financial Services,5111,7700394
1004,chandigarh,2021,1,Others,15574,10549252
1005,chandigarh,2021,2,Merchant payments,1926913,1390989390
1006,chandigarh,2021,2,Peer-to-peer payments,1663559,6541132352
1007,chandigarh,2021,2,Recharge & bill payments,806710,467698864
1008,chandigarh,2021,2,Financial Services,5502,7394941
1009,chandigarh,2021,2,Others,14863,10458390
1010,chandigarh,2023,1,Merchant payments,6460913,3374931077
1011,chandigarh,2023,1,Peer-to-peer payments,2634119,8623572416
1012,chandigarh,2023,1,Recharge & bill payments,700479,803831354
1013,chandigarh,2023,1,Financial Services,8163,12527258
1014,chandigarh,2023,1,Others,11931,10032289
1015,chandigarh,2023,2,Merchant payments,7747501,3820964178
1016,chandigarh,2023,2,Peer-to-peer payments,3048793,9726960611
1017,chandigarh,2023,2,Recharge & bill payments,737650,845159777
1018,chandigarh,2023,2,Financial Services,8262,11723572
1019,chandigarh,2023,2,Others,11481,9600612
1020,chandigarh,2020,3,Peer-to-peer payments,981986,4178346395
1021,chandigarh,2020,3,Merchant payments,796634,604271248
1022,chandigarh,2020,3,Recharge & bill payments,366353,296964794
1023,chandigarh,2020,3,Financial Services,2643,5254415
1024,chandigarh,2020,3,Others,10470,4972498
1025,chandigarh,2020,4,Merchant payments,1322026,939307675
1026,chandigarh,2020,4,Peer-to-peer payments,1159377,4872318731
1027,chandigarh,2020,4,Recharge & bill payments,409997,320731281
1028,chandigarh,2020,4,Financial Services,3346,4400109
1029,chandigarh,2020,4,Others,17970,10005102
1030,chandigarh,2020,1,Peer-to-peer payments,1087401,4421372542
1031,chandigarh,2020,1,Merchant payments,764832,438193845
1032,chandigarh,2020,1,Recharge & bill payments,389851,257250007
1033,chandigarh,2020,1,Financial Services,1574,1406138
1034,chandigarh,2020,1,Others,18853,8230536
1035,chandigarh,2020,2,Peer-to-peer payments,766698,3293060119
1036,chandigarh,2020,2,Merchant payments,390906,331423259
1037,chandigarh,2020,2,Recharge & bill payments,361577,214425229
1038,chandigarh,2020,2,Financial Services,1797,3982005
1039,chandigarh,2020,2,Others,7032,4125116
1040,chandigarh,2022,3,Merchant payments,7665907,4713972532
1041,chandigarh,2022,3,Peer-to-peer payments,4423590,14788179156
1042,chandigarh,2022,3,Recharge & bill payments,1360342,1033530639
1043,chandigarh,2022,3,Financial Services,8868,9918740
1044,chandigarh,2022,3,Others,19466,14156668
1045,chandigarh,2022,4,Merchant payments,10170372,6570336079
1046,chandigarh,2022,4,Peer-to-peer payments,5951989,20013621495
1047,chandigarh,2022,4,Recharge & bill payments,1749647,1267654269
1048,chandigarh,2022,4,Financial Services,10778,12000766
1049,chandigarh,2022,4,Others,22054,16141955
1050,chandigarh,2022,1,Merchant payments,4511757,3264574793
1051,chandigarh,2022,1,Peer-to-peer payments,3012464,11150701028
1052,chandigarh,2022,1,Recharge & bill payments,1046187,731347957
1053,chandigarh,2022,1,Financial Services,7228,13538635
1054,chandigarh,2022,1,Others,22855,14829134
1055,chandigarh,2022,2,Merchant payments,6136803,3919372475
1056,chandigarh,2022,2,Peer-to-peer payments,3489382,12549248085
1057,chandigarh,2022,2,Recharge & bill payments,1119367,792957088
1058,chandigarh,2022,2,Financial Services,6673,8943857
1059,chandigarh,2022,2,Others,20264,12978651
1060,chandigarh,2019,3,Peer-to-peer payments,722233,2815184152
1061,chandigarh,2019,3,Merchant payments,447069,226535908
1062,chandigarh,2019,3,Recharge & bill payments,308219,213884900
1063,chandigarh,2019,3,Financial Services,2447,794918
1064,chandigarh,2019,3,Others,26575,13282206
1065,chandigarh,2019,4,Peer-to-peer payments,927850,3586763928
1066,chandigarh,2019,4,Merchant payments,561630,318692521
1067,chandigarh,2019,4,Recharge & bill payments,338203,237695594
1068,chandigarh,2019,4,Financial Services,1911,654298
1069,chandigarh,2019,4,Others,21321,8707473
1070,chandigarh,2019,1,Peer-to-peer payments,689400,2123866601
1071,chandigarh,2019,1,Recharge & bill payments,390610,161414934
1072,chandigarh,2019,1,Merchant payments,169984,97230471
1073,chandigarh,2019,1,Financial Services,7412,917030
1074,chandigarh,2019,1,Others,17070,12603012
1075,chandigarh,2019,2,Peer-to-peer payments,604849,2339922407
1076,chandigarh,2019,2,Recharge & bill payments,342294,185659011
1077,chandigarh,2019,2,Merchant payments,277811,152766864
1078,chandigarh,2019,2,Financial Services,5590,839765
1079,chandigarh,2019,2,Others,21926,13928050
1080,chandigarh,2018,3,Peer-to-peer payments,295358,1217617705
1081,chandigarh,2018,3,Recharge & bill payments,236445,100639674
1082,chandigarh,2018,3,Merchant payments,64998,37560565
1083,chandigarh,2018,3,Financial Services,7642,1302311
1084,chandigarh,2018,3,Others,12493,12234189
1085,chandigarh,2018,4,Peer-to-peer payments,431461,1793871702
1086,chandigarh,2018,4,Recharge & bill payments,310527,128130475
1087,chandigarh,2018,4,Merchant payments,135266,94010713
1088,chandigarh,2018,4,Financial Services,10008,2039811
1089,chandigarh,2018,4,Others,17854,14538888
1090,chandigarh,2018,1,Recharge & bill payments,201262,47479581
1091,chandigarh,2018,1,Peer-to-peer payments,135136,527998849
1092,chandigarh,2018,1,Merchant payments,21431,19477066
1093,chandigarh,2018,1,Financial Services,8473,1865618
1094,chandigarh,2018,1,Others,15593,16614305
1095,chandigarh,2018,2,Recharge & bill payments,224548,76722906
1096,chandigarh,2018,2,Peer-to-peer payments,194627,835296156
1097,chandigarh,2018,2,Merchant payments,34606,29408471
1098,chandigarh,2018,2,Financial Services,11927,3679451
1099,chandigarh,2018,2,Others,13376,16116275
1100,assam,2021,3,Peer-to-peer payments,15617592,64131823895
1101,assam,2021,3,Recharge & bill payments,10284267,3248364164
1102,assam,2021,3,Merchant payments,7431371,8208706348
1103,assam,2021,3,Financial Services,39479,43889820
1104,assam,2021,3,Others,131732,67715045
1105,assam,2021,4,Peer-to-peer payments,21393962,86801625126
1106,assam,2021,4,Merchant payments,12895755,13378765005
1107,assam,2021,4,Recharge & bill payments,11484376,3842004488
1108,assam,2021,4,Financial Services,60724,65456475
1109,assam,2021,4,Others,185544,97116796
1110,assam,2021,1,Peer-to-peer payments,9449096,45476079487
1111,assam,2021,1,Recharge & bill payments,6494111,2103017761
1112,assam,2021,1,Merchant payments,3459132,3657261586
1113,assam,2021,1,Financial Services,34049,41291047
1114,assam,2021,1,Others,75672,48814663
1115,assam,2021,2,Peer-to-peer payments,11668399,51521387890
1116,assam,2021,2,Recharge & bill payments,9058005,2657676415
1117,assam,2021,2,Merchant payments,4562669,4914753140
1118,assam,2021,2,Financial Services,49671,46106001
1119,assam,2021,2,Others,94161,52549929
1120,assam,2023,1,Merchant payments,48987048,39416860194
1121,assam,2023,1,Peer-to-peer payments,48461200,166509153749
1122,assam,2023,1,Recharge & bill payments,16113464,6266406177
1123,assam,2023,1,Financial Services,82270,86978703
1124,assam,2023,1,Others,116656,74768264
1125,assam,2023,2,Merchant payments,62403711,45515248236
1126,assam,2023,2,Peer-to-peer payments,57852989,182809282981
1127,assam,2023,2,Recharge & bill payments,17858409,6631355080
1128,assam,2023,2,Financial Services,81172,84797972
1129,assam,2023,2,Others,94672,70104514
1130,assam,2020,3,Peer-to-peer payments,5637893,26646565777
1131,assam,2020,3,Recharge & bill payments,5292154,1627282415
1132,assam,2020,3,Merchant payments,1383230,1492484153
1133,assam,2020,3,Financial Services,24954,28452966
1134,assam,2020,3,Others,59480,36605946
1135,assam,2020,4,Peer-to-peer payments,7538478,36013292450
1136,assam,2020,4,Recharge & bill payments,5383505,1662189124
1137,assam,2020,4,Merchant payments,2392184,2466913305
1138,assam,2020,4,Financial Services,29764,32314809
1139,assam,2020,4,Others,79523,51901628
1140,assam,2020,1,Peer-to-peer payments,4058740,18977446151
1141,assam,2020,1,Recharge & bill payments,3897975,971722606
1142,assam,2020,1,Merchant payments,792646,675423852
1143,assam,2020,1,Financial Services,10173,7054325
1144,assam,2020,1,Others,49326,36781411
1145,assam,2020,2,Recharge & bill payments,6045321,1612522828
1146,assam,2020,2,Peer-to-peer payments,3648386,17358374071
1147,assam,2020,2,Merchant payments,742400,749018053
1148,assam,2020,2,Financial Services,19814,18130004
1149,assam,2020,2,Others,49278,28255168
1150,assam,2022,3,Peer-to-peer payments,37000266,127264703851
1151,assam,2022,3,Merchant payments,34935460,28789992307
1152,assam,2022,3,Recharge & bill payments,13974568,5295136932
1153,assam,2022,3,Financial Services,65066,62882386
1154,assam,2022,3,Others,138451,76363577
1155,assam,2022,4,Peer-to-peer payments,44828832,150693397669
1156,assam,2022,4,Merchant payments,43605784,36033810141
1157,assam,2022,4,Recharge & bill payments,15344794,5773980885
1158,assam,2022,4,Financial Services,74414,75960367
1159,assam,2022,4,Others,127443,76370123
1160,assam,2022,1,Peer-to-peer payments,27156085,108855352347
1161,assam,2022,1,Merchant payments,19011883,18833132506
1162,assam,2022,1,Recharge & bill payments,12474674,4424035840
1163,assam,2022,1,Financial Services,68432,73257991
1164,assam,2022,1,Others,178812,94659207
1165,assam,2022,2,Peer-to-peer payments,33879530,123829913105
1166,assam,2022,2,Merchant payments,28377534,24333260089
1167,assam,2022,2,Recharge & bill payments,13858113,4814695679
1168,assam,2022,2,Financial Services,50785,55549153
1169,assam,2022,2,Others,168763,77624058
1170,assam,2019,3,Peer-to-peer payments,2713539,11835800855
1171,assam,2019,3,Recharge & bill payments,2645302,639885372
1172,assam,2019,3,Merchant payments,513728,421380275
1173,assam,2019,3,Financial Services,8606,6403456
1174,assam,2019,3,Others,61396,46973660
1175,assam,2019,4,Peer-to-peer payments,3222143,14083346879
1176,assam,2019,4,Recharge & bill payments,2937800,704118873
1177,assam,2019,4,Merchant payments,544053,456318130
1178,assam,2019,4,Financial Services,9621,3492255
1179,assam,2019,4,Others,46893,34707757
1180,assam,2019,1,Recharge & bill payments,1993220,400281677
1181,assam,2019,1,Peer-to-peer payments,1976310,7291433300
1182,assam,2019,1,Merchant payments,494871,266644645
1183,assam,2019,1,Financial Services,20162,4612454
1184,assam,2019,1,Others,48442,39127457
1185,assam,2019,2,Recharge & bill payments,2512932,539315772
1186,assam,2019,2,Peer-to-peer payments,2293770,10035232820
1187,assam,2019,2,Merchant payments,573646,326844709
1188,assam,2019,2,Financial Services,13654,4037222
1189,assam,2019,2,Others,60927,49538663
1190,assam,2018,3,Recharge & bill payments,1275136,254569069
1191,assam,2018,3,Peer-to-peer payments,843571,3424136709
1192,assam,2018,3,Merchant payments,159532,96783839
1193,assam,2018,3,Financial Services,22677,4741123
1194,assam,2018,3,Others,50935,30904247
1195,assam,2018,4,Recharge & bill payments,1703488,317661277
1196,assam,2018,4,Peer-to-peer payments,1279089,5284776455
1197,assam,2018,4,Merchant payments,667293,240563395
1198,assam,2018,4,Financial Services,28035,6331912
1199,assam,2018,4,Others,56267,38689818
1200,assam,2018,1,Recharge & bill payments,632092,93491181
1201,assam,2018,1,Peer-to-peer payments,318025,993525195
1202,assam,2018,1,Merchant payments,40482,34501622
1203,assam,2018,1,Financial Services,18172,4936862
1204,assam,2018,1,Others,48110,31349593
1205,assam,2018,2,Recharge & bill payments,984160,174427478
1206,assam,2018,2,Peer-to-peer payments,530781,2064314053
1207,assam,2018,2,Merchant payments,79307,73366344
1208,assam,2018,2,Financial Services,22773,7051504
1209,assam,2018,2,Others,46852,31425754
1210,himachal-pradesh,2021,3,Peer-to-peer payments,4455153,16560383923
1211,himachal-pradesh,2021,3,Merchant payments,4198808,3524434949
1212,himachal-pradesh,2021,3,Recharge & bill payments,3359406,1178802736
1213,himachal-pradesh,2021,3,Financial Services,14497,22805774
1214,himachal-pradesh,2021,3,Others,36303,23834687
1215,himachal-pradesh,2021,4,Merchant payments,6062931,5228613146
1216,himachal-pradesh,2021,4,Peer-to-peer payments,5323397,19568394324
1217,himachal-pradesh,2021,4,Recharge & bill payments,3211367,1278824361
1218,himachal-pradesh,2021,4,Financial Services,18198,24809740
1219,himachal-pradesh,2021,4,Others,50971,35578926
1220,himachal-pradesh,2021,1,Peer-to-peer payments,2845733,11358078843
1221,himachal-pradesh,2021,1,Recharge & bill payments,2547359,948929031
1222,himachal-pradesh,2021,1,Merchant payments,2186946,1778219850
1223,himachal-pradesh,2021,1,Financial Services,12561,16554205
1224,himachal-pradesh,2021,1,Others,21430,18764977
1225,himachal-pradesh,2021,2,Peer-to-peer payments,3340531,13035543546
1226,himachal-pradesh,2021,2,Recharge & bill payments,3216602,1045789841
1227,himachal-pradesh,2021,2,Merchant payments,2883209,2378084375
1228,himachal-pradesh,2021,2,Financial Services,14642,16428390
1229,himachal-pradesh,2021,2,Others,28918,19788385
1230,himachal-pradesh,2023,1,Merchant payments,14694013,9023136407
1231,himachal-pradesh,2023,1,Peer-to-peer payments,8637695,26709451358
1232,himachal-pradesh,2023,1,Recharge & bill payments,3901516,1950250571
1233,himachal-pradesh,2023,1,Financial Services,25722,30757925
1234,himachal-pradesh,2023,1,Others,42780,27351473
1235,himachal-pradesh,2023,2,Merchant payments,19954117,11643011071
1236,himachal-pradesh,2023,2,Peer-to-peer payments,10781507,33008088763
1237,himachal-pradesh,2023,2,Recharge & bill payments,4247339,2159052653
1238,himachal-pradesh,2023,2,Financial Services,27709,34689932
1239,himachal-pradesh,2023,2,Others,50923,30221299
1240,himachal-pradesh,2020,3,Recharge & bill payments,2416395,834567922
1241,himachal-pradesh,2020,3,Peer-to-peer payments,1954492,8806586536
1242,himachal-pradesh,2020,3,Merchant payments,1090445,851539467
1243,himachal-pradesh,2020,3,Financial Services,9543,11391079
1244,himachal-pradesh,2020,3,Others,19001,11969008
1245,himachal-pradesh,2020,4,Recharge & bill payments,2638030,936305777
1246,himachal-pradesh,2020,4,Peer-to-peer payments,2594659,11426268857
1247,himachal-pradesh,2020,4,Merchant payments,2001259,1589433440
1248,himachal-pradesh,2020,4,Financial Services,11353,15534252
1249,himachal-pradesh,2020,4,Others,27027,21510781
1250,himachal-pradesh,2020,1,Recharge & bill payments,1815157,542356756
1251,himachal-pradesh,2020,1,Peer-to-peer payments,1594806,6431826925
1252,himachal-pradesh,2020,1,Merchant payments,711018,427497010
1253,himachal-pradesh,2020,1,Financial Services,4711,3172303
1254,himachal-pradesh,2020,1,Others,18788,14613755
1255,himachal-pradesh,2020,2,Recharge & bill payments,2558935,802231470
1256,himachal-pradesh,2020,2,Peer-to-peer payments,1544488,6738488218
1257,himachal-pradesh,2020,2,Merchant payments,570031,479165630
1258,himachal-pradesh,2020,2,Financial Services,7634,7359757
1259,himachal-pradesh,2020,2,Others,14642,9659685
1260,himachal-pradesh,2022,3,Merchant payments,12686960,8511266152
1261,himachal-pradesh,2022,3,Peer-to-peer payments,8330778,27039659316
1262,himachal-pradesh,2022,3,Recharge & bill payments,4083168,1780405740
1263,himachal-pradesh,2022,3,Financial Services,21293,22686931
1264,himachal-pradesh,2022,3,Others,42669,26764547
1265,himachal-pradesh,2022,4,Merchant payments,15297492,10280295883
1266,himachal-pradesh,2022,4,Peer-to-peer payments,9284824,29629346091
1267,himachal-pradesh,2022,4,Recharge & bill payments,3907023,1810538524
1268,himachal-pradesh,2022,4,Financial Services,24342,31775337
1269,himachal-pradesh,2022,4,Others,41455,27387394
1270,himachal-pradesh,2022,1,Merchant payments,7030946,5558905677
1271,himachal-pradesh,2022,1,Peer-to-peer payments,5718936,19473276901
1272,himachal-pradesh,2022,1,Recharge & bill payments,3271665,1429960686
1273,himachal-pradesh,2022,1,Financial Services,19314,24442138
1274,himachal-pradesh,2022,1,Others,47319,31862035
1275,himachal-pradesh,2022,2,Merchant payments,10591420,7697399368
1276,himachal-pradesh,2022,2,Peer-to-peer payments,7109948,24407668318
1277,himachal-pradesh,2022,2,Recharge & bill payments,3520538,1553155243
1278,himachal-pradesh,2022,2,Financial Services,16901,20627276
1279,himachal-pradesh,2022,2,Others,52564,30257752
1280,himachal-pradesh,2019,3,Recharge & bill payments,1212659,327570066
1281,himachal-pradesh,2019,3,Peer-to-peer payments,1181680,5039276845
1282,himachal-pradesh,2019,3,Merchant payments,312575,182746198
1283,himachal-pradesh,2019,3,Financial Services,3096,1775673
1284,himachal-pradesh,2019,3,Others,25170,20649996
1285,himachal-pradesh,2019,4,Peer-to-peer payments,1579582,6533855301
1286,himachal-pradesh,2019,4,Recharge & bill payments,1442940,402619114
1287,himachal-pradesh,2019,4,Merchant payments,467309,314965060
1288,himachal-pradesh,2019,4,Financial Services,4576,1769641
1289,himachal-pradesh,2019,4,Others,22239,17954418
1290,himachal-pradesh,2019,1,Peer-to-peer payments,1178280,3066233587
1291,himachal-pradesh,2019,1,Recharge & bill payments,844570,209521987
1292,himachal-pradesh,2019,1,Merchant payments,115553,86624660
1293,himachal-pradesh,2019,1,Financial Services,9585,1424229
1294,himachal-pradesh,2019,1,Others,20730,17676977
1295,himachal-pradesh,2019,2,Peer-to-peer payments,1141873,4428007670
1296,himachal-pradesh,2019,2,Recharge & bill payments,1076793,279864579
1297,himachal-pradesh,2019,2,Merchant payments,248517,141088575
1298,himachal-pradesh,2019,2,Financial Services,5013,1453651
1299,himachal-pradesh,2019,2,Others,30110,25469495
1300,himachal-pradesh,2018,3,Recharge & bill payments,457449,108456077
1301,himachal-pradesh,2018,3,Peer-to-peer payments,362755,1596570994
1302,himachal-pradesh,2018,3,Merchant payments,40675,31168155
1303,himachal-pradesh,2018,3,Financial Services,8182,1552275
1304,himachal-pradesh,2018,3,Others,17693,16293930
1305,himachal-pradesh,2018,4,Recharge & bill payments,598325,143031082
1306,himachal-pradesh,2018,4,Peer-to-peer payments,590518,2367228879
1307,himachal-pradesh,2018,4,Merchant payments,86963,87575811
1308,himachal-pradesh,2018,4,Financial Services,11834,2283052
1309,himachal-pradesh,2018,4,Others,20243,21180141
1310,himachal-pradesh,2018,1,Recharge & bill payments,284371,49871175
1311,himachal-pradesh,2018,1,Peer-to-peer payments,154572,546222027
1312,himachal-pradesh,2018,1,Merchant payments,13241,13851230
1313,himachal-pradesh,2018,1,Financial Services,8955,2040522
1314,himachal-pradesh,2018,1,Others,20779,16752849
1315,himachal-pradesh,2018,2,Recharge & bill payments,385642,83714322
1316,himachal-pradesh,2018,2,Peer-to-peer payments,243436,1043702964
1317,himachal-pradesh,2018,2,Merchant payments,27851,31961300
1318,himachal-pradesh,2018,2,Financial Services,11330,4108919
1319,himachal-pradesh,2018,2,Others,19436,19681794
1320,goa,2021,3,Merchant payments,2865625,2143135314
1321,goa,2021,3,Peer-to-peer payments,2560305,7871092673
1322,goa,2021,3,Recharge & bill payments,1017351,438838003
1323,goa,2021,3,Financial Services,8337,12943224
1324,goa,2021,3,Others,16145,12416377
1325,goa,2021,4,Merchant payments,5474662,4384250602
1326,goa,2021,4,Peer-to-peer payments,4408822,13618351952
1327,goa,2021,4,Recharge & bill payments,1170180,585734312
1328,goa,2021,4,Financial Services,11320,17101084
1329,goa,2021,4,Others,23775,21819163
1330,goa,2021,1,Peer-to-peer payments,2235456,7553384653
1331,goa,2021,1,Merchant payments,2195509,1768358976
1332,goa,2021,1,Recharge & bill payments,880682,410604192
1333,goa,2021,1,Financial Services,8138,12207778
1334,goa,2021,1,Others,11764,12687278
1335,goa,2021,2,Merchant payments,1869384,1411529033
1336,goa,2021,2,Peer-to-peer payments,1866837,6195032351
1337,goa,2021,2,Recharge & bill payments,953219,383804809
1338,goa,2021,2,Financial Services,8303,12371843
1339,goa,2021,2,Others,12392,10115549
1340,goa,2023,1,Merchant payments,14273665,9074816758
1341,goa,2023,1,Peer-to-peer payments,8071768,24773922296
1342,goa,2023,1,Recharge & bill payments,1816029,1197558557
1343,goa,2023,1,Financial Services,16209,32648574
1344,goa,2023,1,Others,17399,18019590
1345,goa,2023,2,Merchant payments,15990744,10146039934
1346,goa,2023,2,Peer-to-peer payments,8589659,26985284919
1347,goa,2023,2,Recharge & bill payments,1917200,1239783487
1348,goa,2023,2,Financial Services,17352,25141843
1349,goa,2023,2,Others,15635,15956760
1350,goa,2020,3,Peer-to-peer payments,759351,2723430713
1351,goa,2020,3,Recharge & bill payments,696770,280187505
1352,goa,2020,3,Merchant payments,446880,353193881
1353,goa,2020,3,Financial Services,4985,6418950
1354,goa,2020,3,Others,7545,5112530
1355,goa,2020,4,Peer-to-peer payments,1550251,5407626413
1356,goa,2020,4,Merchant payments,1389834,1123844212
1357,goa,2020,4,Recharge & bill payments,839199,345088772
1358,goa,2020,4,Financial Services,7287,10386560
1359,goa,2020,4,Others,14810,12846789
1360,goa,2020,1,Peer-to-peer payments,817198,2851686768
1361,goa,2020,1,Recharge & bill payments,678079,244739382
1362,goa,2020,1,Merchant payments,373110,298421548
1363,goa,2020,1,Financial Services,1762,1816477
1364,goa,2020,1,Others,11088,13707055
1365,goa,2020,2,Recharge & bill payments,758617,241196540
1366,goa,2020,2,Peer-to-peer payments,493326,1766723888
1367,goa,2020,2,Merchant payments,221358,168591711
1368,goa,2020,2,Financial Services,3081,3328361
1369,goa,2020,2,Others,5710,3775927
1370,goa,2022,3,Merchant payments,7595135,5112175255
1371,goa,2022,3,Peer-to-peer payments,4449008,13780955270
1372,goa,2022,3,Recharge & bill payments,1122869,657115143
1373,goa,2022,3,Financial Services,9992,12650738
1374,goa,2022,3,Others,11683,11368868
1375,goa,2022,4,Merchant payments,10319138,6739205748
1376,goa,2022,4,Peer-to-peer payments,5652373,17421974714
1377,goa,2022,4,Recharge & bill payments,1195865,734121700
1378,goa,2022,4,Financial Services,12147,15705663
1379,goa,2022,4,Others,13151,13978544
1380,goa,2022,1,Merchant payments,6364271,4682000388
1381,goa,2022,1,Peer-to-peer payments,4640380,14449830641
1382,goa,2022,1,Recharge & bill payments,1177071,646403472
1383,goa,2022,1,Financial Services,11677,17490493
1384,goa,2022,1,Others,20699,20720407
1385,goa,2022,2,Merchant payments,7812998,5736211013
1386,goa,2022,2,Peer-to-peer payments,5097942,16372343177
1387,goa,2022,2,Recharge & bill payments,1279377,738765635
1388,goa,2022,2,Financial Services,10666,13192736
1389,goa,2022,2,Others,15071,12525197
1390,goa,2019,3,Peer-to-peer payments,475178,1704668027
1391,goa,2019,3,Recharge & bill payments,453806,157952854
1392,goa,2019,3,Merchant payments,150578,123948570
1393,goa,2019,3,Financial Services,1510,1282344
1394,goa,2019,3,Others,11344,12515394
1395,goa,2019,4,Peer-to-peer payments,698728,2484453030
1396,goa,2019,4,Recharge & bill payments,552421,205602115
1397,goa,2019,4,Merchant payments,250893,218404664
1398,goa,2019,4,Financial Services,1497,649712
1399,goa,2019,4,Others,11733,14350825
1400,goa,2019,1,Peer-to-peer payments,378848,1310759847
1401,goa,2019,1,Recharge & bill payments,275277,78212835
1402,goa,2019,1,Merchant payments,74527,75946974
1403,goa,2019,1,Financial Services,2013,499592
1404,goa,2019,1,Others,8147,9904147
1405,goa,2019,2,Peer-to-peer payments,373759,1391933790
1406,goa,2019,2,Recharge & bill payments,278060,93218689
1407,goa,2019,2,Merchant payments,104592,92873008
1408,goa,2019,2,Financial Services,1211,515859
1409,goa,2019,2,Others,10819,13325754
1410,goa,2018,3,Recharge & bill payments,158797,40314972
1411,goa,2018,3,Peer-to-peer payments,150297,639468418
1412,goa,2018,3,Merchant payments,21587,26634198
1413,goa,2018,3,Financial Services,1867,468171
1414,goa,2018,3,Others,6963,6281208
1415,goa,2018,4,Peer-to-peer payments,246426,1021902315
1416,goa,2018,4,Recharge & bill payments,212122,54832855
1417,goa,2018,4,Merchant payments,45586,66666113
1418,goa,2018,4,Financial Services,2523,723599
1419,goa,2018,4,Others,8098,8880194
1420,goa,2018,1,Recharge & bill payments,85991,18273814
1421,goa,2018,1,Peer-to-peer payments,59651,268175048
1422,goa,2018,1,Merchant payments,7880,11036031
1423,goa,2018,1,Financial Services,1191,520105
1424,goa,2018,1,Others,6184,5851742
1425,goa,2018,2,Recharge & bill payments,120943,30994284
1426,goa,2018,2,Peer-to-peer payments,87878,419492232
1427,goa,2018,2,Merchant payments,12456,20162855
1428,goa,2018,2,Financial Services,1903,733429
1429,goa,2018,2,Others,6395,7221023
1430,odisha,2021,3,Peer-to-peer payments,85728576,251150860524
1431,odisha,2021,3,Merchant payments,64268830,43316348173
1432,odisha,2021,3,Recharge & bill payments,26943670,9025674783
1433,odisha,2021,3,Financial Services,97213,112383446
1434,odisha,2021,3,Others,324385,175452005
1435,odisha,2021,4,Peer-to-peer payments,107560893,310704112799
1436,odisha,2021,4,Merchant payments,99512650,63383870318
1437,odisha,2021,4,Recharge & bill payments,26302130,10728834440
1438,odisha,2021,4,Financial Services,133004,147526652
1439,odisha,2021,4,Others,416689,286705478
1440,odisha,2021,1,Peer-to-peer payments,54417515,181450436291
1441,odisha,2021,1,Merchant payments,38180718,25201936762
1442,odisha,2021,1,Recharge & bill payments,18633830,6552605937
1443,odisha,2021,1,Financial Services,87263,95064023
1444,odisha,2021,1,Others,141032,97693172
1445,odisha,2021,2,Peer-to-peer payments,66929109,208405882369
1446,odisha,2021,2,Merchant payments,39402607,29208847674
1447,odisha,2021,2,Recharge & bill payments,25183699,8024323050
1448,odisha,2021,2,Financial Services,102474,102761986
1449,odisha,2021,2,Others,206448,122302396
1450,odisha,2023,1,Merchant payments,243616581,133278562001
1451,odisha,2023,1,Peer-to-peer payments,198553747,595933691341
1452,odisha,2023,1,Recharge & bill payments,40372356,24411906758
1453,odisha,2023,1,Financial Services,127296,134484035
1454,odisha,2023,1,Others,226108,210333528
1455,odisha,2023,2,Merchant payments,282885225,147421475866
1456,odisha,2023,2,Peer-to-peer payments,217285461,625263844732
1457,odisha,2023,2,Recharge & bill payments,44095331,26269101096
1458,odisha,2023,2,Financial Services,145204,188423267
1459,odisha,2023,2,Others,186608,189209143
1460,odisha,2020,3,Peer-to-peer payments,34182172,107064668710
1461,odisha,2020,3,Recharge & bill payments,17126851,5015719823
1462,odisha,2020,3,Merchant payments,14519265,10242496366
1463,odisha,2020,3,Financial Services,90736,84971747
1464,odisha,2020,3,Others,114805,56087156
1465,odisha,2020,4,Peer-to-peer payments,47588728,153208735347
1466,odisha,2020,4,Merchant payments,27124765,19347472702
1467,odisha,2020,4,Recharge & bill payments,17318073,5532179002
1468,odisha,2020,4,Financial Services,106189,104419909
1469,odisha,2020,4,Others,187195,109856053
1470,odisha,2020,1,Peer-to-peer payments,27110930,82863844732
1471,odisha,2020,1,Merchant payments,13269709,5738217250
1472,odisha,2020,1,Recharge & bill payments,13083524,3253609732
1473,odisha,2020,1,Financial Services,84037,27641460
1474,odisha,2020,1,Others,134107,73485022
1475,odisha,2020,2,Peer-to-peer payments,24520938,80990080777
1476,odisha,2020,2,Recharge & bill payments,17040333,4551061364
1477,odisha,2020,2,Merchant payments,8313965,6092753944
