,State,Transaction_Year,Quaters,District,Transaction_Type,Transaction_Count,Transaction_Amount
0,madhya-pradesh,2021,3,morena district,TOTAL,2663845,5913102281
1,madhya-pradesh,2021,3,alirajpur district,TOTAL,405281,866069975
2,madhya-pradesh,2021,3,sehore district,TOTAL,5466240,8629273157
3,madhya-pradesh,2021,3,rajgarh district,TOTAL,4362607,8110477015
4,madhya-pradesh,2021,3,khargone district,TOTAL,4080827,7653424067
5,madhya-pradesh,2021,3,satna district,TOTAL,3863963,7099161854
6,madhya-pradesh,2021,3,narsinghpur district,TOTAL,2306626,4381298516
7,madhya-pradesh,2021,3,jabalpur district,TOTAL,9691966,16293034528
8,madhya-pradesh,2021,3,hoshangabad district,TOTAL,3357514,5790861781
9,madhya-pradesh,2021,3,vidisha district,TOTAL,3335770,5867670567
10,madhya-pradesh,2021,3,balaghat district,TOTAL,3613826,6476841319
11,madhya-pradesh,2021,3,singrauli district,TOTAL,3618155,6621353481
12,madhya-pradesh,2021,3,betul district,TOTAL,3654633,6054678740
13,madhya-pradesh,2021,3,sidhi district,TOTAL,1699469,3628172896
14,madhya-pradesh,2021,3,datia district,TOTAL,1020487,2200901347
15,madhya-pradesh,2021,3,dewas district,TOTAL,6092595,9986506658
16,madhya-pradesh,2021,3,sheopur district,TOTAL,653005,1463415451
17,madhya-pradesh,2021,3,neemuch district,TOTAL,2073895,4051955941
18,madhya-pradesh,2021,3,raisen district,TOTAL,3839223,5937299649
19,madhya-pradesh,2021,3,mandsaur district,TOTAL,3144346,6258972327
20,madhya-pradesh,2021,3,barwani district,TOTAL,1902146,3713834240
21,madhya-pradesh,2021,3,katni district,TOTAL,2297587,4195234171
22,madhya-pradesh,2021,3,dindori district,TOTAL,732555,1558066600
23,madhya-pradesh,2021,3,shivpuri district,TOTAL,2526203,5208883167
24,madhya-pradesh,2021,3,gwalior district,TOTAL,10677148,19237891487
25,madhya-pradesh,2021,3,anuppur district,TOTAL,1546491,2591714166
26,madhya-pradesh,2021,3,agar malwa district,TOTAL,1319027,2767273784
27,madhya-pradesh,2021,3,ashoknagar district,TOTAL,1292875,2392758234
28,madhya-pradesh,2021,3,sagar district,TOTAL,4691027,8366148265
29,madhya-pradesh,2021,3,niwari district,TOTAL,415505,858519029
30,madhya-pradesh,2021,3,rewa district,TOTAL,4556210,8799296257
31,madhya-pradesh,2021,3,shajapur district,TOTAL,2725153,4865959005
32,madhya-pradesh,2021,3,ujjain district,TOTAL,7652620,13233697399
33,madhya-pradesh,2021,3,bhind district,TOTAL,2080070,4279914834
34,madhya-pradesh,2021,3,tikamgarh district,TOTAL,1201562,2318909825
35,madhya-pradesh,2021,3,seoni district,TOTAL,2537797,4896066893
36,madhya-pradesh,2021,3,harda district,TOTAL,1238849,2408638434
37,madhya-pradesh,2021,3,burhanpur district,TOTAL,1523550,2670012212
38,madhya-pradesh,2021,3,damoh district,TOTAL,1339223,2698898323
39,madhya-pradesh,2021,3,bhopal district,TOTAL,103403998,146735124186
40,madhya-pradesh,2021,3,jhabua district,TOTAL,1098652,2216570769
41,madhya-pradesh,2021,3,dhar district,TOTAL,7010257,11371461567
42,madhya-pradesh,2021,3,guna district,TOTAL,3046536,5615584297
43,madhya-pradesh,2021,3,east nimar district,TOTAL,2804269,4694724162
44,madhya-pradesh,2021,3,chhindwara district,TOTAL,5106996,8670292561
45,madhya-pradesh,2021,3,umaria district,TOTAL,1019837,1814397211
46,madhya-pradesh,2021,3,mandla district,TOTAL,1316351,2496120604
47,madhya-pradesh,2021,3,indore district,TOTAL,55970712,81712956761
48,madhya-pradesh,2021,3,shahdol district,TOTAL,2503362,4430769579
49,madhya-pradesh,2021,3,ratlam district,TOTAL,3779757,7531821203
50,madhya-pradesh,2021,3,panna district,TOTAL,1024773,2190941787
51,madhya-pradesh,2021,3,chhatarpur district,TOTAL,2157963,4585651268
52,madhya-pradesh,2021,4,morena district,TOTAL,3585380,8161920390
53,madhya-pradesh,2021,4,alirajpur district,TOTAL,538522,1097069368
54,madhya-pradesh,2021,4,sehore district,TOTAL,6733399,10809509304
55,madhya-pradesh,2021,4,rajgarh district,TOTAL,5626439,10698887270
56,madhya-pradesh,2021,4,khargone district,TOTAL,5088590,9607110801
57,madhya-pradesh,2021,4,satna district,TOTAL,5204603,9608260177
58,madhya-pradesh,2021,4,narsinghpur district,TOTAL,2973597,5586877149
59,madhya-pradesh,2021,4,jabalpur district,TOTAL,12476449,20920967750
60,madhya-pradesh,2021,4,hoshangabad district,TOTAL,4325760,7212062660
61,madhya-pradesh,2021,4,vidisha district,TOTAL,4079220,7104046806
62,madhya-pradesh,2021,4,balaghat district,TOTAL,4764095,8230285934
63,madhya-pradesh,2021,4,singrauli district,TOTAL,4737504,8571068342
64,madhya-pradesh,2021,4,betul district,TOTAL,4610618,7746768750
65,madhya-pradesh,2021,4,sidhi district,TOTAL,2313095,4853524424
66,madhya-pradesh,2021,4,datia district,TOTAL,1346093,2916910531
67,madhya-pradesh,2021,4,dewas district,TOTAL,7659615,13007477185
68,madhya-pradesh,2021,4,sheopur district,TOTAL,936805,2118865209
69,madhya-pradesh,2021,4,neemuch district,TOTAL,2627248,5212505514
70,madhya-pradesh,2021,4,raisen district,TOTAL,4924261,7495214245
71,madhya-pradesh,2021,4,mandsaur district,TOTAL,4090431,8304681268
72,madhya-pradesh,2021,4,barwani district,TOTAL,2495299,4810801435
73,madhya-pradesh,2021,4,katni district,TOTAL,2986585,5480440628
74,madhya-pradesh,2021,4,dindori district,TOTAL,963996,1890051577
75,madhya-pradesh,2021,4,shivpuri district,TOTAL,3613567,7568666954
76,madhya-pradesh,2021,4,gwalior district,TOTAL,13721879,25012279408
77,madhya-pradesh,2021,4,anuppur district,TOTAL,1976049,3206018786
78,madhya-pradesh,2021,4,agar malwa district,TOTAL,1743826,3809022940
79,madhya-pradesh,2021,4,ashoknagar district,TOTAL,1904746,3267926297
80,madhya-pradesh,2021,4,sagar district,TOTAL,6030013,10789842580
81,madhya-pradesh,2021,4,niwari district,TOTAL,575126,1197608329
82,madhya-pradesh,2021,4,rewa district,TOTAL,6195961,12315058116
83,madhya-pradesh,2021,4,shajapur district,TOTAL,3399603,6330602069
84,madhya-pradesh,2021,4,ujjain district,TOTAL,9436286,16998154949
85,madhya-pradesh,2021,4,bhind district,TOTAL,2791109,6047697024
86,madhya-pradesh,2021,4,tikamgarh district,TOTAL,1642235,3028439418
87,madhya-pradesh,2021,4,seoni district,TOTAL,3363427,6441935673
88,madhya-pradesh,2021,4,harda district,TOTAL,1580357,3025411186
89,madhya-pradesh,2021,4,burhanpur district,TOTAL,1978706,3462220827
90,madhya-pradesh,2021,4,damoh district,TOTAL,1739709,3520991600
91,madhya-pradesh,2021,4,bhopal district,TOTAL,134176541,190196223229
92,madhya-pradesh,2021,4,jhabua district,TOTAL,1397183,2807693750
93,madhya-pradesh,2021,4,dhar district,TOTAL,8770665,14454487270
94,madhya-pradesh,2021,4,guna district,TOTAL,4200430,7498880363
95,madhya-pradesh,2021,4,east nimar district,TOTAL,3570045,5993739803
96,madhya-pradesh,2021,4,chhindwara district,TOTAL,6522234,11185696130
97,madhya-pradesh,2021,4,umaria district,TOTAL,1309452,2278425751
98,madhya-pradesh,2021,4,mandla district,TOTAL,1725231,3242362406
99,madhya-pradesh,2021,4,indore district,TOTAL,73486993,107685836352
100,madhya-pradesh,2021,4,shahdol district,TOTAL,3279007,5504205891
101,madhya-pradesh,2021,4,ratlam district,TOTAL,4743942,9709336936
102,madhya-pradesh,2021,4,panna district,TOTAL,1348289,2815048065
103,madhya-pradesh,2021,4,chhatarpur district,TOTAL,2997869,6048373564
104,madhya-pradesh,2021,1,morena district,TOTAL,1642617,4076150820
105,madhya-pradesh,2021,1,alirajpur district,TOTAL,228504,499989236
106,madhya-pradesh,2021,1,sehore district,TOTAL,3804912,6207673600
107,madhya-pradesh,2021,1,rajgarh district,TOTAL,2591177,5531194245
108,madhya-pradesh,2021,1,khargone district,TOTAL,2478158,5022742955
109,madhya-pradesh,2021,1,satna district,TOTAL,2437515,4816296175
110,madhya-pradesh,2021,1,narsinghpur district,TOTAL,1563580,3177530090
111,madhya-pradesh,2021,1,jabalpur district,TOTAL,6508756,11341470367
112,madhya-pradesh,2021,1,hoshangabad district,TOTAL,2149209,3776567780
113,madhya-pradesh,2021,1,vidisha district,TOTAL,2319909,4298632208
114,madhya-pradesh,2021,1,balaghat district,TOTAL,2315936,4600620055
115,madhya-pradesh,2021,1,singrauli district,TOTAL,2282715,4545863631
116,madhya-pradesh,2021,1,betul district,TOTAL,2398625,4370416166
117,madhya-pradesh,2021,1,sidhi district,TOTAL,1032630,2364548733
118,madhya-pradesh,2021,1,datia district,TOTAL,635398,1461101645
119,madhya-pradesh,2021,1,dewas district,TOTAL,3992803,6833124438
120,madhya-pradesh,2021,1,sheopur district,TOTAL,441474,999133018
121,madhya-pradesh,2021,1,neemuch district,TOTAL,1242613,2652786981
122,madhya-pradesh,2021,1,raisen district,TOTAL,2579640,4173866749
123,madhya-pradesh,2021,1,mandsaur district,TOTAL,1919705,4173482937
124,madhya-pradesh,2021,1,barwani district,TOTAL,1067563,2248538999
125,madhya-pradesh,2021,1,katni district,TOTAL,1402614,2685443831
126,madhya-pradesh,2021,1,dindori district,TOTAL,490349,1119999389
127,madhya-pradesh,2021,1,shivpuri district,TOTAL,1542033,3503136658
128,madhya-pradesh,2021,1,gwalior district,TOTAL,7162483,13365571399
129,madhya-pradesh,2021,1,anuppur district,TOTAL,1029032,1990314404
130,madhya-pradesh,2021,1,agar malwa district,TOTAL,811955,1905456871
131,madhya-pradesh,2021,1,ashoknagar district,TOTAL,744766,1569426631
132,madhya-pradesh,2021,1,sagar district,TOTAL,3149917,5653447301
133,madhya-pradesh,2021,1,niwari district,TOTAL,260101,590317182
134,madhya-pradesh,2021,1,rewa district,TOTAL,2905406,6260073492
135,madhya-pradesh,2021,1,shajapur district,TOTAL,1726969,3385896058
136,madhya-pradesh,2021,1,ujjain district,TOTAL,4926814,8661804508
137,madhya-pradesh,2021,1,bhind district,TOTAL,1375999,3080179035
138,madhya-pradesh,2021,1,tikamgarh district,TOTAL,709159,1447720949
139,madhya-pradesh,2021,1,seoni district,TOTAL,1598317,3496206162
140,madhya-pradesh,2021,1,harda district,TOTAL,783753,1460099482
141,madhya-pradesh,2021,1,burhanpur district,TOTAL,901398,1614553569
142,madhya-pradesh,2021,1,damoh district,TOTAL,823880,1759875819
143,madhya-pradesh,2021,1,bhopal district,TOTAL,67309234,101725720745
144,madhya-pradesh,2021,1,jhabua district,TOTAL,597586,1283708735
145,madhya-pradesh,2021,1,dhar district,TOTAL,4368739,7366487165
146,madhya-pradesh,2021,1,guna district,TOTAL,1882964,3799877430
147,madhya-pradesh,2021,1,east nimar district,TOTAL,1695991,3040530342
148,madhya-pradesh,2021,1,chhindwara district,TOTAL,3281453,6171721022
149,madhya-pradesh,2021,1,umaria district,TOTAL,634168,1277673278
150,madhya-pradesh,2021,1,mandla district,TOTAL,858851,1727915177
151,madhya-pradesh,2021,1,indore district,TOTAL,37457244,53867415617
152,madhya-pradesh,2021,1,shahdol district,TOTAL,1585789,3112033780
153,madhya-pradesh,2021,1,ratlam district,TOTAL,2401427,5101007536
154,madhya-pradesh,2021,1,panna district,TOTAL,633224,1480548117
155,madhya-pradesh,2021,1,chhatarpur district,TOTAL,1313444,2858061843
156,madhya-pradesh,2021,2,morena district,TOTAL,2232701,5471936992
157,madhya-pradesh,2021,2,alirajpur district,TOTAL,337155,789494451
158,madhya-pradesh,2021,2,sehore district,TOTAL,4199604,7779826903
159,madhya-pradesh,2021,2,rajgarh district,TOTAL,3307789,7622592229
160,madhya-pradesh,2021,2,khargone district,TOTAL,3055934,6344132532
161,madhya-pradesh,2021,2,satna district,TOTAL,3121411,6595997323
162,madhya-pradesh,2021,2,narsinghpur district,TOTAL,1855069,3989323922
163,madhya-pradesh,2021,2,jabalpur district,TOTAL,6808088,12879587251
164,madhya-pradesh,2021,2,hoshangabad district,TOTAL,2539274,5124085752
165,madhya-pradesh,2021,2,vidisha district,TOTAL,2818313,6172397703
166,madhya-pradesh,2021,2,balaghat district,TOTAL,2827665,5854873523
167,madhya-pradesh,2021,2,singrauli district,TOTAL,2696777,5447820052
168,madhya-pradesh,2021,2,betul district,TOTAL,2817683,5192964519
169,madhya-pradesh,2021,2,sidhi district,TOTAL,1411602,3442541641
170,madhya-pradesh,2021,2,datia district,TOTAL,827843,2030280649
171,madhya-pradesh,2021,2,dewas district,TOTAL,4430778,8482648817
172,madhya-pradesh,2021,2,sheopur district,TOTAL,584509,1455672322
173,madhya-pradesh,2021,2,neemuch district,TOTAL,1431573,2946323814
174,madhya-pradesh,2021,2,raisen district,TOTAL,2995052,5530806419
175,madhya-pradesh,2021,2,mandsaur district,TOTAL,2219684,4866467550
176,madhya-pradesh,2021,2,barwani district,TOTAL,1345781,2884332779
177,madhya-pradesh,2021,2,katni district,TOTAL,1723310,3464169343
178,madhya-pradesh,2021,2,dindori district,TOTAL,608674,1511466140
179,madhya-pradesh,2021,2,shivpuri district,TOTAL,1989814,4908158568
180,madhya-pradesh,2021,2,gwalior district,TOTAL,7475892,15466583871
181,madhya-pradesh,2021,2,anuppur district,TOTAL,1244262,2337702544
182,madhya-pradesh,2021,2,agar malwa district,TOTAL,973164,2382536115
183,madhya-pradesh,2021,2,ashoknagar district,TOTAL,1025526,2445354252
184,madhya-pradesh,2021,2,sagar district,TOTAL,3641764,7548955784
185,madhya-pradesh,2021,2,niwari district,TOTAL,334508,764025684
186,madhya-pradesh,2021,2,rewa district,TOTAL,3692722,8211449728
187,madhya-pradesh,2021,2,shajapur district,TOTAL,2078924,4515078777
188,madhya-pradesh,2021,2,ujjain district,TOTAL,4879699,9676724764
189,madhya-pradesh,2021,2,bhind district,TOTAL,1929431,4392948922
190,madhya-pradesh,2021,2,tikamgarh district,TOTAL,978223,2309862361
191,madhya-pradesh,2021,2,seoni district,TOTAL,1926324,4585663549
192,madhya-pradesh,2021,2,harda district,TOTAL,1022389,2426740999
193,madhya-pradesh,2021,2,burhanpur district,TOTAL,1145247,2161598324
194,madhya-pradesh,2021,2,damoh district,TOTAL,1088303,2419007346
195,madhya-pradesh,2021,2,bhopal district,TOTAL,74643630,127038866031
196,madhya-pradesh,2021,2,jhabua district,TOTAL,771669,1681131397
197,madhya-pradesh,2021,2,dhar district,TOTAL,5029916,9012726646
198,madhya-pradesh,2021,2,guna district,TOTAL,2290014,5355657187
199,madhya-pradesh,2021,2,east nimar district,TOTAL,2100816,3941324464
200,madhya-pradesh,2021,2,chhindwara district,TOTAL,3787673,7484666557
201,madhya-pradesh,2021,2,umaria district,TOTAL,824921,1625485207
202,madhya-pradesh,2021,2,mandla district,TOTAL,1048839,2209589287
203,madhya-pradesh,2021,2,indore district,TOTAL,34159162,59026805792
204,madhya-pradesh,2021,2,shahdol district,TOTAL,1858973,3815559117
205,madhya-pradesh,2021,2,ratlam district,TOTAL,2599381,5685659163
206,madhya-pradesh,2021,2,panna district,TOTAL,870375,2165150098
207,madhya-pradesh,2021,2,chhatarpur district,TOTAL,1706850,4026012851
208,madhya-pradesh,2023,1,morena district,TOTAL,10686191,20763211198
209,madhya-pradesh,2023,1,alirajpur district,TOTAL,1699280,3014271212
210,madhya-pradesh,2023,1,sehore district,TOTAL,16316080,23436920406
211,madhya-pradesh,2023,1,rajgarh district,TOTAL,14241438,22816765693
212,madhya-pradesh,2023,1,khargone district,TOTAL,14134805,23107387024
213,madhya-pradesh,2023,1,satna district,TOTAL,14659261,23248811742
214,madhya-pradesh,2023,1,narsinghpur district,TOTAL,7632517,12760355274
215,madhya-pradesh,2023,1,jabalpur district,TOTAL,25123516,37663871660
216,madhya-pradesh,2023,1,hoshangabad district,TOTAL,10868522,16701530435
217,madhya-pradesh,2023,1,vidisha district,TOTAL,10358005,15695513889
218,madhya-pradesh,2023,1,balaghat district,TOTAL,11797166,19573952680
219,madhya-pradesh,2023,1,singrauli district,TOTAL,12426060,17865093566
220,madhya-pradesh,2023,1,betul district,TOTAL,11215522,16520149408
221,madhya-pradesh,2023,1,sidhi district,TOTAL,6435775,10699562881
222,madhya-pradesh,2023,1,datia district,TOTAL,4011463,7336433329
223,madhya-pradesh,2023,1,dewas district,TOTAL,19792878,29287649682
224,madhya-pradesh,2023,1,sheopur district,TOTAL,2868709,5271059935
225,madhya-pradesh,2023,1,neemuch district,TOTAL,7470963,12686616322
226,madhya-pradesh,2023,1,raisen district,TOTAL,12596483,17234041147
227,madhya-pradesh,2023,1,mandsaur district,TOTAL,12214565,20429209086
228,madhya-pradesh,2023,1,barwani district,TOTAL,7241976,11665294275
229,madhya-pradesh,2023,1,katni district,TOTAL,7974722,12697466536
230,madhya-pradesh,2023,1,dindori district,TOTAL,2626882,4198821455
231,madhya-pradesh,2023,1,shivpuri district,TOTAL,9999695,16247149328
232,madhya-pradesh,2023,1,gwalior district,TOTAL,32530192,52982719835
233,madhya-pradesh,2023,1,anuppur district,TOTAL,4978578,6898317563
234,madhya-pradesh,2023,1,agar malwa district,TOTAL,5652257,8890197383
235,madhya-pradesh,2023,1,ashoknagar district,TOTAL,4636570,7056791855
236,madhya-pradesh,2023,1,sagar district,TOTAL,15749995,23447713210
237,madhya-pradesh,2023,1,niwari district,TOTAL,1908052,2838128662
238,madhya-pradesh,2023,1,rewa district,TOTAL,16354341,27952686901
239,madhya-pradesh,2023,1,shajapur district,TOTAL,9144868,14010310387
240,madhya-pradesh,2023,1,ujjain district,TOTAL,26942883,40817423529
241,madhya-pradesh,2023,1,bhind district,TOTAL,7701586,14167957162
242,madhya-pradesh,2023,1,tikamgarh district,TOTAL,5112355,6655789911
243,madhya-pradesh,2023,1,seoni district,TOTAL,9165024,15277605373
244,madhya-pradesh,2023,1,harda district,TOTAL,4221781,6865152580
245,madhya-pradesh,2023,1,burhanpur district,TOTAL,5500116,8033806219
246,madhya-pradesh,2023,1,damoh district,TOTAL,5189467,8647652668
247,madhya-pradesh,2023,1,bhopal district,TOTAL,90233129,100743031945
248,madhya-pradesh,2023,1,jhabua district,TOTAL,4267462,7361953378
249,madhya-pradesh,2023,1,dhar district,TOTAL,23103625,33382954474
250,madhya-pradesh,2023,1,guna district,TOTAL,10921889,15668230156
251,madhya-pradesh,2023,1,east nimar district,TOTAL,10196585,14043471330
252,madhya-pradesh,2023,1,chhindwara district,TOTAL,17392755,24958783288
253,madhya-pradesh,2023,1,umaria district,TOTAL,3458056,4964089653
254,madhya-pradesh,2023,1,mandla district,TOTAL,4528309,7487595655
255,madhya-pradesh,2023,1,indore district,TOTAL,125871728,151714773334
256,madhya-pradesh,2023,1,shahdol district,TOTAL,8460666,12243800481
257,madhya-pradesh,2023,1,ratlam district,TOTAL,13368185,22589719049
258,madhya-pradesh,2023,1,panna district,TOTAL,3996487,6811134093
259,madhya-pradesh,2023,1,chhatarpur district,TOTAL,9587555,14593671664
260,madhya-pradesh,2023,2,morena district,TOTAL,12746595,23090535110
261,madhya-pradesh,2023,2,alirajpur district,TOTAL,2044217,3410365854
262,madhya-pradesh,2023,2,sehore district,TOTAL,18815311,28128404111
263,madhya-pradesh,2023,2,rajgarh district,TOTAL,16220050,26258964576
264,madhya-pradesh,2023,2,khargone district,TOTAL,16316176,25590576015
265,madhya-pradesh,2023,2,satna district,TOTAL,17480872,26092732307
266,madhya-pradesh,2023,2,narsinghpur district,TOTAL,8759675,13912452183
267,madhya-pradesh,2023,2,jabalpur district,TOTAL,28848316,41668633973
268,madhya-pradesh,2023,2,hoshangabad district,TOTAL,12933700,20327799783
269,madhya-pradesh,2023,2,vidisha district,TOTAL,12032535,20267662231
270,madhya-pradesh,2023,2,balaghat district,TOTAL,13529037,20202541461
271,madhya-pradesh,2023,2,singrauli district,TOTAL,14469817,19848155468
272,madhya-pradesh,2023,2,betul district,TOTAL,13026175,18471881890
273,madhya-pradesh,2023,2,sidhi district,TOTAL,8014311,12772051930
274,madhya-pradesh,2023,2,datia district,TOTAL,4835555,8694596521
275,madhya-pradesh,2023,2,dewas district,TOTAL,22398163,33309353948
276,madhya-pradesh,2023,2,sheopur district,TOTAL,3376585,6096923395
277,madhya-pradesh,2023,2,neemuch district,TOTAL,8882314,14553031730
278,madhya-pradesh,2023,2,raisen district,TOTAL,14772187,21120817357
279,madhya-pradesh,2023,2,mandsaur district,TOTAL,14328054,23263341441
280,madhya-pradesh,2023,2,barwani district,TOTAL,8733872,12865387100
281,madhya-pradesh,2023,2,katni district,TOTAL,9309198,13841697027
282,madhya-pradesh,2023,2,dindori district,TOTAL,3150072,4476124554
283,madhya-pradesh,2023,2,shivpuri district,TOTAL,11945643,18804002020
284,madhya-pradesh,2023,2,gwalior district,TOTAL,37274900,57528982641
285,madhya-pradesh,2023,2,anuppur district,TOTAL,5812115,7274177404
286,madhya-pradesh,2023,2,agar malwa district,TOTAL,6556962,10211660013
287,madhya-pradesh,2023,2,ashoknagar district,TOTAL,5389942,8531243843
288,madhya-pradesh,2023,2,sagar district,TOTAL,18388702,28198548692
289,madhya-pradesh,2023,2,niwari district,TOTAL,2213184,3194991117
290,madhya-pradesh,2023,2,rewa district,TOTAL,20065798,32186209412
291,madhya-pradesh,2023,2,shajapur district,TOTAL,10590494,16674703111
292,madhya-pradesh,2023,2,ujjain district,TOTAL,30837675,46609017169
293,madhya-pradesh,2023,2,bhind district,TOTAL,9363112,16700023853
294,madhya-pradesh,2023,2,tikamgarh district,TOTAL,5829261,7630069079
295,madhya-pradesh,2023,2,seoni district,TOTAL,10810911,17006571666
296,madhya-pradesh,2023,2,harda district,TOTAL,4972958,8831497569
297,madhya-pradesh,2023,2,burhanpur district,TOTAL,6429644,9294831065
298,madhya-pradesh,2023,2,damoh district,TOTAL,6240346,10076429047
299,madhya-pradesh,2023,2,bhopal district,TOTAL,101329806,112080830923
300,madhya-pradesh,2023,2,jhabua district,TOTAL,4953992,8100602241
301,madhya-pradesh,2023,2,dhar district,TOTAL,26679875,36996250233
302,madhya-pradesh,2023,2,guna district,TOTAL,12090512,18248026141
303,madhya-pradesh,2023,2,east nimar district,TOTAL,11954422,16128137001
304,madhya-pradesh,2023,2,chhindwara district,TOTAL,20020454,28324665903
305,madhya-pradesh,2023,2,umaria district,TOTAL,4062198,5326154622
306,madhya-pradesh,2023,2,mandla district,TOTAL,5342369,8075464610
307,madhya-pradesh,2023,2,indore district,TOTAL,142167846,167783471243
308,madhya-pradesh,2023,2,shahdol district,TOTAL,9769820,13105756249
309,madhya-pradesh,2023,2,ratlam district,TOTAL,15441252,25581072044
310,madhya-pradesh,2023,2,panna district,TOTAL,4978175,8158604151
311,madhya-pradesh,2023,2,chhatarpur district,TOTAL,11501905,17514926481
312,madhya-pradesh,2020,3,morena district,TOTAL,1099715,2513158393
313,madhya-pradesh,2020,3,alirajpur district,TOTAL,161857,315733167
314,madhya-pradesh,2020,3,sehore district,TOTAL,2512141,4197137117
315,madhya-pradesh,2020,3,rajgarh district,TOTAL,1602252,3377561392
316,madhya-pradesh,2020,3,khargone district,TOTAL,1565121,3022308238
317,madhya-pradesh,2020,3,satna district,TOTAL,1679598,2978185557
318,madhya-pradesh,2020,3,narsinghpur district,TOTAL,1085273,1966793014
319,madhya-pradesh,2020,3,jabalpur district,TOTAL,3568035,6733555697
320,madhya-pradesh,2020,3,hoshangabad district,TOTAL,1307021,2338006892
321,madhya-pradesh,2020,3,vidisha district,TOTAL,1426125,2699925269
322,madhya-pradesh,2020,3,balaghat district,TOTAL,1530617,2772263232
323,madhya-pradesh,2020,3,singrauli district,TOTAL,1641125,3159908500
324,madhya-pradesh,2020,3,betul district,TOTAL,1615774,2736945398
325,madhya-pradesh,2020,3,sidhi district,TOTAL,746341,1582656775
326,madhya-pradesh,2020,3,datia district,TOTAL,436118,971355519
327,madhya-pradesh,2020,3,dewas district,TOTAL,2498225,4394184455
328,madhya-pradesh,2020,3,sheopur district,TOTAL,310991,657392233
329,madhya-pradesh,2020,3,neemuch district,TOTAL,806043,1532695172
330,madhya-pradesh,2020,3,raisen district,TOTAL,1624365,2628295544
331,madhya-pradesh,2020,3,mandsaur district,TOTAL,1213750,2435251645
332,madhya-pradesh,2020,3,barwani district,TOTAL,615021,1216096421
333,madhya-pradesh,2020,3,katni district,TOTAL,902355,1601344230
334,madhya-pradesh,2020,3,dindori district,TOTAL,362774,759222383
335,madhya-pradesh,2020,3,shivpuri district,TOTAL,918103,2176411286
336,madhya-pradesh,2020,3,gwalior district,TOTAL,3978884,7817520356
337,madhya-pradesh,2020,3,anuppur district,TOTAL,664283,1208285677
338,madhya-pradesh,2020,3,agar malwa district,TOTAL,488774,1136830442
339,madhya-pradesh,2020,3,ashoknagar district,TOTAL,482485,1045446572
340,madhya-pradesh,2020,3,sagar district,TOTAL,2022389,3708622884
341,madhya-pradesh,2020,3,niwari district,TOTAL,193815,392982412
342,madhya-pradesh,2020,3,rewa district,TOTAL,2086383,3959365505
343,madhya-pradesh,2020,3,shajapur district,TOTAL,1095702,2192556605
344,madhya-pradesh,2020,3,ujjain district,TOTAL,2921971,5297389626
345,madhya-pradesh,2020,3,bhind district,TOTAL,979454,2048190964
346,madhya-pradesh,2020,3,tikamgarh district,TOTAL,491496,959433739
347,madhya-pradesh,2020,3,seoni district,TOTAL,1053694,2089162276
348,madhya-pradesh,2020,3,harda district,TOTAL,500606,931935805
349,madhya-pradesh,2020,3,burhanpur district,TOTAL,572555,1021350623
350,madhya-pradesh,2020,3,damoh district,TOTAL,570162,1143180966
351,madhya-pradesh,2020,3,bhopal district,TOTAL,29560361,57525605025
352,madhya-pradesh,2020,3,jhabua district,TOTAL,373102,726655151
353,madhya-pradesh,2020,3,dhar district,TOTAL,2527639,4260243322
354,madhya-pradesh,2020,3,guna district,TOTAL,1133377,2443104469
355,madhya-pradesh,2020,3,east nimar district,TOTAL,1094471,1837941946
356,madhya-pradesh,2020,3,chhindwara district,TOTAL,2113701,3726188140
357,madhya-pradesh,2020,3,umaria district,TOTAL,421809,769775751
358,madhya-pradesh,2020,3,mandla district,TOTAL,574815,1031317389
359,madhya-pradesh,2020,3,indore district,TOTAL,17544816,31851463020
360,madhya-pradesh,2020,3,shahdol district,TOTAL,971434,1856954171
361,madhya-pradesh,2020,3,ratlam district,TOTAL,1510708,3061414644
362,madhya-pradesh,2020,3,panna district,TOTAL,475441,957142671
363,madhya-pradesh,2020,3,chhatarpur district,TOTAL,946814,1935232278
364,madhya-pradesh,2020,4,morena district,TOTAL,1558956,3953477371
365,madhya-pradesh,2020,4,alirajpur district,TOTAL,218291,424965978
366,madhya-pradesh,2020,4,sehore district,TOTAL,3633263,6071266571
367,madhya-pradesh,2020,4,rajgarh district,TOTAL,2246137,4772213369
368,madhya-pradesh,2020,4,khargone district,TOTAL,2316421,4494479655
369,madhya-pradesh,2020,4,satna district,TOTAL,2441893,4730850081
370,madhya-pradesh,2020,4,narsinghpur district,TOTAL,1564453,3012480790
371,madhya-pradesh,2020,4,jabalpur district,TOTAL,5245511,9769636688
372,madhya-pradesh,2020,4,hoshangabad district,TOTAL,2019683,3611030904
373,madhya-pradesh,2020,4,vidisha district,TOTAL,2048942,3935091664
374,madhya-pradesh,2020,4,balaghat district,TOTAL,2264084,4327237253
375,madhya-pradesh,2020,4,singrauli district,TOTAL,2307583,4532106287
376,madhya-pradesh,2020,4,betul district,TOTAL,2338983,4155886908
377,madhya-pradesh,2020,4,sidhi district,TOTAL,1056459,2364979330
378,madhya-pradesh,2020,4,datia district,TOTAL,610567,1444388557
379,madhya-pradesh,2020,4,dewas district,TOTAL,3659099,6453013619
380,madhya-pradesh,2020,4,sheopur district,TOTAL,426813,952730306
381,madhya-pradesh,2020,4,neemuch district,TOTAL,1138127,2294476553
