,State,Transaction_Year,Quaters,District,RegisteredUsers
0,madhya-pradesh,2021,3,indore,2028266
1,madhya-pradesh,2021,3,bhopal,1531544
2,madhya-pradesh,2021,3,gwalior,809887
3,madhya-pradesh,2021,3,jabalpur,745631
4,madhya-pradesh,2021,3,ujjain,596195
5,madhya-pradesh,2021,3,sagar,501819
6,madhya-pradesh,2021,3,dhar,483901
7,madhya-pradesh,2021,3,rewa,466895
8,madhya-pradesh,2021,3,chhindwara,462834
9,madhya-pradesh,2021,3,satna,426929
10,madhya-pradesh,2021,3,Jabalpur,231582
11,madhya-pradesh,2021,3,Indore,211664
12,madhya-pradesh,2021,3,Dewas,207599
13,madhya-pradesh,2021,3,Indore,196173
14,madhya-pradesh,2021,3,Bhopal,170393
15,madhya-pradesh,2021,3,Ratlam,167859
16,madhya-pradesh,2021,3,Jabalpur,157536
17,madhya-pradesh,2021,3,Chhindwara,153878
18,madhya-pradesh,2021,3,Gwalior,144518
19,madhya-pradesh,2021,3,Satna,143700
20,madhya-pradesh,2021,4,indore,2164101
21,madhya-pradesh,2021,4,bhopal,1633266
22,madhya-pradesh,2021,4,gwalior,866561
23,madhya-pradesh,2021,4,jabalpur,796148
24,madhya-pradesh,2021,4,ujjain,639197
25,madhya-pradesh,2021,4,sagar,538447
26,madhya-pradesh,2021,4,dhar,519970
27,madhya-pradesh,2021,4,rewa,500513
28,madhya-pradesh,2021,4,chhindwara,495990
29,madhya-pradesh,2021,4,satna,457858
30,madhya-pradesh,2021,4,Jabalpur,246911
31,madhya-pradesh,2021,4,Indore,225433
32,madhya-pradesh,2021,4,Dewas,222066
33,madhya-pradesh,2021,4,Indore,208931
34,madhya-pradesh,2021,4,Bhopal,181784
35,madhya-pradesh,2021,4,Ratlam,179603
36,madhya-pradesh,2021,4,Jabalpur,167796
37,madhya-pradesh,2021,4,Chhindwara,164329
38,madhya-pradesh,2021,4,Gwalior,154609
39,madhya-pradesh,2021,4,Satna,153628
40,madhya-pradesh,2021,1,indore,1769869
41,madhya-pradesh,2021,1,bhopal,1340741
42,madhya-pradesh,2021,1,gwalior,703232
43,madhya-pradesh,2021,1,jabalpur,650087
44,madhya-pradesh,2021,1,ujjain,513868
45,madhya-pradesh,2021,1,sagar,432938
46,madhya-pradesh,2021,1,dhar,415117
47,madhya-pradesh,2021,1,rewa,403013
48,madhya-pradesh,2021,1,chhindwara,399276
49,madhya-pradesh,2021,1,satna,368299
50,madhya-pradesh,2021,1,Jabalpur,202915
51,madhya-pradesh,2021,1,Indore,185582
52,madhya-pradesh,2021,1,Dewas,180488
53,madhya-pradesh,2021,1,Indore,171754
54,madhya-pradesh,2021,1,Bhopal,149137
55,madhya-pradesh,2021,1,Ratlam,145248
56,madhya-pradesh,2021,1,Jabalpur,138100
57,madhya-pradesh,2021,1,Chhindwara,134163
58,madhya-pradesh,2021,1,Gwalior,125599
59,madhya-pradesh,2021,1,Satna,125104
60,madhya-pradesh,2021,2,indore,1892259
61,madhya-pradesh,2021,2,bhopal,1431127
62,madhya-pradesh,2021,2,gwalior,753172
63,madhya-pradesh,2021,2,jabalpur,695130
64,madhya-pradesh,2021,2,ujjain,552204
65,madhya-pradesh,2021,2,sagar,464791
66,madhya-pradesh,2021,2,dhar,447074
67,madhya-pradesh,2021,2,rewa,432682
68,madhya-pradesh,2021,2,chhindwara,428800
69,madhya-pradesh,2021,2,satna,395440
70,madhya-pradesh,2021,2,Jabalpur,216522
71,madhya-pradesh,2021,2,Indore,198059
72,madhya-pradesh,2021,2,Dewas,193208
73,madhya-pradesh,2021,2,Indore,183345
74,madhya-pradesh,2021,2,Bhopal,159236
75,madhya-pradesh,2021,2,Ratlam,155865
76,madhya-pradesh,2021,2,Jabalpur,147363
77,madhya-pradesh,2021,2,Chhindwara,143414
78,madhya-pradesh,2021,2,Gwalior,134469
79,madhya-pradesh,2021,2,Satna,133879
80,madhya-pradesh,2023,1,indore,2780295
81,madhya-pradesh,2023,1,bhopal,2101098
82,madhya-pradesh,2023,1,gwalior,1123707
83,madhya-pradesh,2023,1,jabalpur,1025803
84,madhya-pradesh,2023,1,ujjain,832451
85,madhya-pradesh,2023,1,sagar,699722
86,madhya-pradesh,2023,1,dhar,679569
87,madhya-pradesh,2023,1,rewa,651354
88,madhya-pradesh,2023,1,chhindwara,642022
89,madhya-pradesh,2023,1,satna,596769
90,madhya-pradesh,2023,1,Jabalpur,317133
91,madhya-pradesh,2023,1,Indore,288286
92,madhya-pradesh,2023,1,Dewas,287746
93,madhya-pradesh,2023,1,Indore,266938
94,madhya-pradesh,2023,1,Bhopal,233726
95,madhya-pradesh,2023,1,Ratlam,233495
96,madhya-pradesh,2023,1,Jabalpur,215070
97,madhya-pradesh,2023,1,Chhindwara,211859
98,madhya-pradesh,2023,1,Gwalior,200550
99,madhya-pradesh,2023,1,Satna,199604
100,madhya-pradesh,2023,2,indore,2883610
101,madhya-pradesh,2023,2,bhopal,2179557
102,madhya-pradesh,2023,2,gwalior,1168513
103,madhya-pradesh,2023,2,jabalpur,1065846
104,madhya-pradesh,2023,2,ujjain,868546
105,madhya-pradesh,2023,2,sagar,730094
106,madhya-pradesh,2023,2,dhar,710181
107,madhya-pradesh,2023,2,rewa,680100
108,madhya-pradesh,2023,2,chhindwara,670155
109,madhya-pradesh,2023,2,satna,623076
110,madhya-pradesh,2023,2,Jabalpur,328764
111,madhya-pradesh,2023,2,Dewas,299405
112,madhya-pradesh,2023,2,Indore,298290
113,madhya-pradesh,2023,2,Indore,276442
114,madhya-pradesh,2023,2,Ratlam,243148
115,madhya-pradesh,2023,2,Bhopal,242442
116,madhya-pradesh,2023,2,Jabalpur,222664
117,madhya-pradesh,2023,2,Chhindwara,220177
118,madhya-pradesh,2023,2,Gwalior,208417
119,madhya-pradesh,2023,2,Satna,207361
120,madhya-pradesh,2020,3,indore,1524036
121,madhya-pradesh,2020,3,bhopal,1162000
122,madhya-pradesh,2020,3,gwalior,603096
123,madhya-pradesh,2020,3,jabalpur,555235
124,madhya-pradesh,2020,3,ujjain,436068
125,madhya-pradesh,2020,3,sagar,368745
126,madhya-pradesh,2020,3,dhar,346394
127,madhya-pradesh,2020,3,rewa,343897
128,madhya-pradesh,2020,3,chhindwara,336306
129,madhya-pradesh,2020,3,satna,311884
130,madhya-pradesh,2020,3,Jabalpur,173274
131,madhya-pradesh,2020,3,Indore,162767
132,madhya-pradesh,2020,3,Dewas,155823
133,madhya-pradesh,2020,3,Indore,149318
134,madhya-pradesh,2020,3,Bhopal,127166
135,madhya-pradesh,2020,3,Ratlam,122974
136,madhya-pradesh,2020,3,Jabalpur,119294
137,madhya-pradesh,2020,3,Chhindwara,114237
138,madhya-pradesh,2020,3,Satna,107317
139,madhya-pradesh,2020,3,Indore,107084
140,madhya-pradesh,2020,4,indore,1645564
141,madhya-pradesh,2020,4,bhopal,1249343
142,madhya-pradesh,2020,4,gwalior,652985
143,madhya-pradesh,2020,4,jabalpur,604034
144,madhya-pradesh,2020,4,ujjain,475637
145,madhya-pradesh,2020,4,sagar,402006
146,madhya-pradesh,2020,4,dhar,382523
147,madhya-pradesh,2020,4,rewa,374099
148,madhya-pradesh,2020,4,chhindwara,370027
149,madhya-pradesh,2020,4,satna,340632
150,madhya-pradesh,2020,4,Jabalpur,188460
151,madhya-pradesh,2020,4,Indore,173333
152,madhya-pradesh,2020,4,Dewas,167885
153,madhya-pradesh,2020,4,Indore,160146
154,madhya-pradesh,2020,4,Bhopal,138574
155,madhya-pradesh,2020,4,Ratlam,134427
156,madhya-pradesh,2020,4,Jabalpur,128730
157,madhya-pradesh,2020,4,Chhindwara,124525
158,madhya-pradesh,2020,4,Gwalior,116379
159,madhya-pradesh,2020,4,Indore,116281
160,madhya-pradesh,2020,1,indore,1287857
161,madhya-pradesh,2020,1,bhopal,1003288
162,madhya-pradesh,2020,1,gwalior,506221
163,madhya-pradesh,2020,1,jabalpur,462069
164,madhya-pradesh,2020,1,ujjain,349476
165,madhya-pradesh,2020,1,sagar,299753
166,madhya-pradesh,2020,1,rewa,285832
167,madhya-pradesh,2020,1,dhar,270891
168,madhya-pradesh,2020,1,chhindwara,268008
169,madhya-pradesh,2020,1,satna,253988
170,madhya-pradesh,2020,1,Jabalpur,146207
171,madhya-pradesh,2020,1,Indore,144699
172,madhya-pradesh,2020,1,Dewas,130830
173,madhya-pradesh,2020,1,Indore,129645
174,madhya-pradesh,2020,1,Bhopal,106091
175,madhya-pradesh,2020,1,Jabalpur,101513
176,madhya-pradesh,2020,1,Ratlam,98886
177,madhya-pradesh,2020,1,Chhindwara,94636
178,madhya-pradesh,2020,1,Satna,90615
179,madhya-pradesh,2020,1,Indore,89460
180,madhya-pradesh,2020,2,indore,1410157
181,madhya-pradesh,2020,2,bhopal,1080094
182,madhya-pradesh,2020,2,gwalior,554377
183,madhya-pradesh,2020,2,jabalpur,507707
184,madhya-pradesh,2020,2,ujjain,395028
185,madhya-pradesh,2020,2,sagar,333878
186,madhya-pradesh,2020,2,rewa,313486
187,madhya-pradesh,2020,2,dhar,310389
188,madhya-pradesh,2020,2,chhindwara,302791
189,madhya-pradesh,2020,2,satna,281414
190,madhya-pradesh,2020,2,Jabalpur,158954
191,madhya-pradesh,2020,2,Indore,153695
192,madhya-pradesh,2020,2,Dewas,144023
193,madhya-pradesh,2020,2,Indore,139367
194,madhya-pradesh,2020,2,Bhopal,116167
195,madhya-pradesh,2020,2,Ratlam,111581
196,madhya-pradesh,2020,2,Jabalpur,110268
197,madhya-pradesh,2020,2,Chhindwara,104519
198,madhya-pradesh,2020,2,Indore,98532
199,madhya-pradesh,2020,2,Satna,98080
200,madhya-pradesh,2022,3,indore,2537328
201,madhya-pradesh,2022,3,bhopal,1915532
202,madhya-pradesh,2022,3,gwalior,1022539
203,madhya-pradesh,2022,3,jabalpur,935649
204,madhya-pradesh,2022,3,ujjain,758373
205,madhya-pradesh,2022,3,sagar,638100
206,madhya-pradesh,2022,3,dhar,618777
207,madhya-pradesh,2022,3,rewa,594588
208,madhya-pradesh,2022,3,chhindwara,587412
209,madhya-pradesh,2022,3,satna,544011
210,madhya-pradesh,2022,3,Jabalpur,288913
211,madhya-pradesh,2022,3,Indore,263235
212,madhya-pradesh,2022,3,Dewas,262081
213,madhya-pradesh,2022,3,Indore,243950
214,madhya-pradesh,2022,3,Bhopal,212978
215,madhya-pradesh,2022,3,Ratlam,212433
216,madhya-pradesh,2022,3,Jabalpur,196282
217,madhya-pradesh,2022,3,Chhindwara,193259
218,madhya-pradesh,2022,3,Gwalior,182361
219,madhya-pradesh,2022,3,Satna,181296
220,madhya-pradesh,2022,4,indore,2660518
221,madhya-pradesh,2022,4,bhopal,2009655
222,madhya-pradesh,2022,4,gwalior,1073648
223,madhya-pradesh,2022,4,jabalpur,980428
224,madhya-pradesh,2022,4,ujjain,794711
225,madhya-pradesh,2022,4,sagar,667526
226,madhya-pradesh,2022,4,dhar,648535
227,madhya-pradesh,2022,4,rewa,622122
228,madhya-pradesh,2022,4,chhindwara,613456
229,madhya-pradesh,2022,4,satna,569320
230,madhya-pradesh,2022,4,Jabalpur,303133
231,madhya-pradesh,2022,4,Indore,276072
232,madhya-pradesh,2022,4,Dewas,274876
233,madhya-pradesh,2022,4,Indore,255626
234,madhya-pradesh,2022,4,Bhopal,223606
235,madhya-pradesh,2022,4,Ratlam,223077
236,madhya-pradesh,2022,4,Jabalpur,205810
237,madhya-pradesh,2022,4,Chhindwara,202602
238,madhya-pradesh,2022,4,Gwalior,191690
239,madhya-pradesh,2022,4,Satna,190477
240,madhya-pradesh,2022,1,indore,2291709
241,madhya-pradesh,2022,1,bhopal,1729248
242,madhya-pradesh,2022,1,gwalior,919789
243,madhya-pradesh,2022,1,jabalpur,844191
244,madhya-pradesh,2022,1,ujjain,680599
245,madhya-pradesh,2022,1,sagar,573791
246,madhya-pradesh,2022,1,dhar,554545
247,madhya-pradesh,2022,1,rewa,533627
248,madhya-pradesh,2022,1,chhindwara,528140
249,madhya-pradesh,2022,1,satna,488378
250,madhya-pradesh,2022,1,Jabalpur,261115
251,madhya-pradesh,2022,1,Indore,238296
252,madhya-pradesh,2022,1,Dewas,235768
253,madhya-pradesh,2022,1,Indore,220888
254,madhya-pradesh,2022,1,Bhopal,192336
255,madhya-pradesh,2022,1,Ratlam,190837
256,madhya-pradesh,2022,1,Jabalpur,177586
257,madhya-pradesh,2022,1,Chhindwara,174161
258,madhya-pradesh,2022,1,Gwalior,164039
259,madhya-pradesh,2022,1,Satna,163020
260,madhya-pradesh,2022,2,indore,2412576
261,madhya-pradesh,2022,2,bhopal,1820625
262,madhya-pradesh,2022,2,gwalior,970340
263,madhya-pradesh,2022,2,jabalpur,889518
264,madhya-pradesh,2022,2,ujjain,719339
265,madhya-pradesh,2022,2,sagar,605733
266,madhya-pradesh,2022,2,dhar,586670
267,madhya-pradesh,2022,2,rewa,564327
268,madhya-pradesh,2022,2,chhindwara,557958
269,madhya-pradesh,2022,2,satna,516107
270,madhya-pradesh,2022,2,Jabalpur,274815
271,madhya-pradesh,2022,2,Indore,250461
272,madhya-pradesh,2022,2,Dewas,248656
273,madhya-pradesh,2022,2,Indore,232223
274,madhya-pradesh,2022,2,Bhopal,202395
275,madhya-pradesh,2022,2,Ratlam,201497
276,madhya-pradesh,2022,2,Jabalpur,186815
277,madhya-pradesh,2022,2,Chhindwara,183624
278,madhya-pradesh,2022,2,Gwalior,173002
279,madhya-pradesh,2022,2,Satna,172044
280,madhya-pradesh,2019,3,indore,1071598
281,madhya-pradesh,2019,3,bhopal,846170
282,madhya-pradesh,2019,3,gwalior,417846
283,madhya-pradesh,2019,3,jabalpur,380209
284,madhya-pradesh,2019,3,ujjain,280589
285,madhya-pradesh,2019,3,sagar,243729
286,madhya-pradesh,2019,3,rewa,232367
287,madhya-pradesh,2019,3,chhindwara,214945
288,madhya-pradesh,2019,3,dhar,214712
289,madhya-pradesh,2019,3,satna,203019
290,madhya-pradesh,2019,3,Indore,122796
291,madhya-pradesh,2019,3,Jabalpur,119882
292,madhya-pradesh,2019,3,Indore,110196
293,madhya-pradesh,2019,3,Dewas,109090
294,madhya-pradesh,2019,3,Bhopal,85889
295,madhya-pradesh,2019,3,Jabalpur,85035
296,madhya-pradesh,2019,3,Ratlam,80045
297,madhya-pradesh,2019,3,Chhindwara,77495
298,madhya-pradesh,2019,3,Satna,74626
299,madhya-pradesh,2019,3,Indore,73956
300,madhya-pradesh,2019,4,indore,1181500
301,madhya-pradesh,2019,4,bhopal,926576
302,madhya-pradesh,2019,4,gwalior,461960
303,madhya-pradesh,2019,4,jabalpur,422786
304,madhya-pradesh,2019,4,ujjain,314250
305,madhya-pradesh,2019,4,sagar,272650
306,madhya-pradesh,2019,4,rewa,260351
307,madhya-pradesh,2019,4,dhar,242108
308,madhya-pradesh,2019,4,chhindwara,240962
309,madhya-pradesh,2019,4,satna,228680
310,madhya-pradesh,2019,4,Indore,134323
311,madhya-pradesh,2019,4,Jabalpur,134193
312,madhya-pradesh,2019,4,Indore,120352
313,madhya-pradesh,2019,4,Dewas,120057
314,madhya-pradesh,2019,4,Bhopal,96155
315,madhya-pradesh,2019,4,Jabalpur,93550
316,madhya-pradesh,2019,4,Ratlam,89121
317,madhya-pradesh,2019,4,Chhindwara,85991
318,madhya-pradesh,2019,4,Satna,82766
319,madhya-pradesh,2019,4,Indore,81668
320,madhya-pradesh,2019,1,indore,844465
321,madhya-pradesh,2019,1,bhopal,670417
322,madhya-pradesh,2019,1,gwalior,331504
323,madhya-pradesh,2019,1,jabalpur,295042
324,madhya-pradesh,2019,1,ujjain,214818
325,madhya-pradesh,2019,1,sagar,194467
326,madhya-pradesh,2019,1,rewa,188803
327,madhya-pradesh,2019,1,chhindwara,168633
328,madhya-pradesh,2019,1,dhar,166663
329,madhya-pradesh,2019,1,satna,160954
330,madhya-pradesh,2019,1,Indore,94894
331,madhya-pradesh,2019,1,Jabalpur,92148
332,madhya-pradesh,2019,1,Indore,89541
333,madhya-pradesh,2019,1,Dewas,87837
334,madhya-pradesh,2019,1,Bhopal,65450
335,madhya-pradesh,2019,1,Jabalpur,64389
336,madhya-pradesh,2019,1,Ratlam,61687
337,madhya-pradesh,2019,1,Chhindwara,60744
338,madhya-pradesh,2019,1,Satna,59332
339,madhya-pradesh,2019,1,Indore,57554
340,madhya-pradesh,2019,2,indore,955207
341,madhya-pradesh,2019,2,bhopal,756839
342,madhya-pradesh,2019,2,gwalior,373367
343,madhya-pradesh,2019,2,jabalpur,336963
344,madhya-pradesh,2019,2,ujjain,247033
345,madhya-pradesh,2019,2,sagar,219328
346,madhya-pradesh,2019,2,rewa,211420
347,madhya-pradesh,2019,2,chhindwara,192226
348,madhya-pradesh,2019,2,dhar,190659
349,madhya-pradesh,2019,2,satna,182176
350,madhya-pradesh,2019,2,Indore,108587
351,madhya-pradesh,2019,2,Jabalpur,104846
352,madhya-pradesh,2019,2,Indore,99616
353,madhya-pradesh,2019,2,Dewas,98265
354,madhya-pradesh,2019,2,Bhopal,75250
355,madhya-pradesh,2019,2,Jabalpur,74711
356,madhya-pradesh,2019,2,Ratlam,70728
357,madhya-pradesh,2019,2,Chhindwara,69139
358,madhya-pradesh,2019,2,Satna,66578
359,madhya-pradesh,2019,2,Indore,65634
360,madhya-pradesh,2018,3,indore,585621
361,madhya-pradesh,2018,3,bhopal,474192
362,madhya-pradesh,2018,3,gwalior,236305
363,madhya-pradesh,2018,3,jabalpur,193535
364,madhya-pradesh,2018,3,ujjain,143770
365,madhya-pradesh,2018,3,sagar,128283
366,madhya-pradesh,2018,3,rewa,125803
367,madhya-pradesh,2018,3,dhar,110726
368,madhya-pradesh,2018,3,chhindwara,109266
369,madhya-pradesh,2018,3,dewas,105774
370,madhya-pradesh,2018,3,Indore,67243
371,madhya-pradesh,2018,3,Indore,63537
372,madhya-pradesh,2018,3,Dewas,61117
373,madhya-pradesh,2018,3,Jabalpur,60999
374,madhya-pradesh,2018,3,Bhopal,43609
375,madhya-pradesh,2018,3,Jabalpur,43593
376,madhya-pradesh,2018,3,Ratlam,41975
377,madhya-pradesh,2018,3,Chhindwara,40061
378,madhya-pradesh,2018,3,Indore,39967
379,madhya-pradesh,2018,3,Satna,39351
380,madhya-pradesh,2018,4,indore,712479
381,madhya-pradesh,2018,4,bhopal,571518
382,madhya-pradesh,2018,4,gwalior,284894
383,madhya-pradesh,2018,4,jabalpur,248495
384,madhya-pradesh,2018,4,ujjain,177894
385,madhya-pradesh,2018,4,sagar,162788
386,madhya-pradesh,2018,4,rewa,160024
387,madhya-pradesh,2018,4,chhindwara,139301
388,madhya-pradesh,2018,4,dhar,137501
389,madhya-pradesh,2018,4,satna,133865
390,madhya-pradesh,2018,4,Indore,81206
391,madhya-pradesh,2018,4,Jabalpur,77791
392,madhya-pradesh,2018,4,Indore,76811
393,madhya-pradesh,2018,4,Dewas,73952
394,madhya-pradesh,2018,4,Bhopal,54496
395,madhya-pradesh,2018,4,Jabalpur,54390
396,madhya-pradesh,2018,4,Ratlam,51238
397,madhya-pradesh,2018,4,Chhindwara,50803
398,madhya-pradesh,2018,4,Satna,50329
399,madhya-pradesh,2018,4,Indore,48626
400,madhya-pradesh,2018,1,indore,366977
401,madhya-pradesh,2018,1,bhopal,307312
402,madhya-pradesh,2018,1,gwalior,142453
403,madhya-pradesh,2018,1,jabalpur,115953
404,madhya-pradesh,2018,1,ujjain,84441
405,madhya-pradesh,2018,1,rewa,73336
406,madhya-pradesh,2018,1,sagar,72857
407,madhya-pradesh,2018,1,chhindwara,65005
408,madhya-pradesh,2018,1,dhar,63440
409,madhya-pradesh,2018,1,dewas,62902
410,madhya-pradesh,2018,1,Indore,42977
411,madhya-pradesh,2018,1,Indore,40850
412,madhya-pradesh,2018,1,Dewas,37899
413,madhya-pradesh,2018,1,Jabalpur,37645
414,madhya-pradesh,2018,1,Bhopal,27351
415,madhya-pradesh,2018,1,Jabalpur,26665
416,madhya-pradesh,2018,1,Indore,25256
417,madhya-pradesh,2018,1,Ratlam,24909
418,madhya-pradesh,2018,1,Satna,24806
419,madhya-pradesh,2018,1,Bhopal,24661
420,madhya-pradesh,2018,2,indore,479904
421,madhya-pradesh,2018,2,bhopal,398498
422,madhya-pradesh,2018,2,gwalior,193605
423,madhya-pradesh,2018,2,jabalpur,155624
424,madhya-pradesh,2018,2,ujjain,113216
425,madhya-pradesh,2018,2,rewa,100661
426,madhya-pradesh,2018,2,sagar,100623
427,madhya-pradesh,2018,2,chhindwara,87704
428,madhya-pradesh,2018,2,dhar,86280
429,madhya-pradesh,2018,2,dewas,84342
430,madhya-pradesh,2018,2,Indore,55837
431,madhya-pradesh,2018,2,Indore,52677
432,madhya-pradesh,2018,2,Dewas,50091
433,madhya-pradesh,2018,2,Jabalpur,49877
434,madhya-pradesh,2018,2,Bhopal,36311
435,madhya-pradesh,2018,2,Jabalpur,35303
436,madhya-pradesh,2018,2,Ratlam,33608
437,madhya-pradesh,2018,2,Indore,32883
438,madhya-pradesh,2018,2,Chhindwara,32800
439,madhya-pradesh,2018,2,Satna,32316
440,bihar,2021,3,patna,2156402
441,bihar,2021,3,muzaffarpur,842701
442,bihar,2021,3,purbi champaran,794120
443,bihar,2021,3,gaya,673356
444,bihar,2021,3,pashchim champaran,602251
445,bihar,2021,3,saran,588276
446,bihar,2021,3,madhubani,587337
447,bihar,2021,3,samastipur,586990
448,bihar,2021,3,darbhanga,586251
449,bihar,2021,3,vaishali,536933
450,bihar,2021,3,Patna,331994
451,bihar,2021,3,Patna,215907
452,bihar,2021,3,Patna,200899
453,bihar,2021,3,East Champaran,174765
454,bihar,2021,3,West Champaran,143642
455,bihar,2021,3,Gaya,122153
456,bihar,2021,3,Muzaffarpur,110719
457,bihar,2021,3,Darbhanga,106541
458,bihar,2021,3,Patna,105096
459,bihar,2021,3,Bhojpur,104690
460,bihar,2021,4,patna,2303852
461,bihar,2021,4,muzaffarpur,903775
462,bihar,2021,4,purbi champaran,853893
463,bihar,2021,4,gaya,721905
464,bihar,2021,4,pashchim champaran,647450
465,bihar,2021,4,saran,631469
466,bihar,2021,4,samastipur,630218
467,bihar,2021,4,madhubani,629986
468,bihar,2021,4,darbhanga,628529
469,bihar,2021,4,vaishali,576156
470,bihar,2021,4,Patna,354049
471,bihar,2021,4,Patna,230673
472,bihar,2021,4,Patna,214343
473,bihar,2021,4,East Champaran,187426
474,bihar,2021,4,West Champaran,154094
475,bihar,2021,4,Gaya,130535
476,bihar,2021,4,Muzaffarpur,118411
477,bihar,2021,4,Darbhanga,113937
478,bihar,2021,4,Patna,112216
479,bihar,2021,4,Bhojpur,112066
480,bihar,2021,1,patna,1881439
481,bihar,2021,1,muzaffarpur,728384
482,bihar,2021,1,purbi champaran,681660
483,bihar,2021,1,gaya,581376
484,bihar,2021,1,pashchim champaran,517219
485,bihar,2021,1,saran,507177
486,bihar,2021,1,darbhanga,506381
487,bihar,2021,1,madhubani,506293
488,bihar,2021,1,samastipur,505806
489,bihar,2021,1,vaishali,463655
490,bihar,2021,1,Patna,291064
491,bihar,2021,1,Patna,188807
492,bihar,2021,1,Patna,176118
493,bihar,2021,1,East Champaran,151249
494,bihar,2021,1,West Champaran,124418
495,bihar,2021,1,Gaya,106623
496,bihar,2021,1,Muzaffarpur,96473
497,bihar,2021,1,Darbhanga,92791
498,bihar,2021,1,Patna,91718
499,bihar,2021,1,Bhojpur,91053
500,bihar,2021,2,patna,2010353
501,bihar,2021,2,muzaffarpur,781251
502,bihar,2021,2,purbi champaran,733817
503,bihar,2021,2,gaya,624010
504,bihar,2021,2,pashchim champaran,556408
505,bihar,2021,2,saran,544975
506,bihar,2021,2,samastipur,543782
507,bihar,2021,2,darbhanga,543496
508,bihar,2021,2,madhubani,543493
509,bihar,2021,2,vaishali,497933
510,bihar,2021,2,Patna,310396
511,bihar,2021,2,Patna,201509
512,bihar,2021,2,Patna,187797
513,bihar,2021,2,East Champaran,162194
514,bihar,2021,2,West Champaran,133423
515,bihar,2021,2,Gaya,113959
516,bihar,2021,2,Muzaffarpur,103177
517,bihar,2021,2,Darbhanga,99223
518,bihar,2021,2,Patna,98037
519,bihar,2021,2,Bhojpur,97433
520,bihar,2023,1,patna,2988174
521,bihar,2023,1,muzaffarpur,1186500
522,bihar,2023,1,purbi champaran,1133269
523,bihar,2023,1,gaya,946050
524,bihar,2023,1,pashchim champaran,858644
525,bihar,2023,1,saran,834739
526,bihar,2023,1,samastipur,832148
527,bihar,2023,1,madhubani,828561
528,bihar,2023,1,darbhanga,824935
529,bihar,2023,1,vaishali,758603
530,bihar,2023,1,Patna,455854
531,bihar,2023,1,Patna,300230
532,bihar,2023,1,Patna,277169
533,bihar,2023,1,East Champaran,246901
534,bihar,2023,1,West Champaran,203029
535,bihar,2023,1,Gaya,169449
536,bihar,2023,1,Muzaffarpur,154271
537,bihar,2023,1,Darbhanga,148858
538,bihar,2023,1,Bhojpur,146579
539,bihar,2023,1,Patna,144944
540,bihar,2023,2,patna,3102247
541,bihar,2023,2,muzaffarpur,1236642
542,bihar,2023,2,purbi champaran,1183746
543,bihar,2023,2,gaya,987115
544,bihar,2023,2,pashchim champaran,896967
545,bihar,2023,2,saran,871017
546,bihar,2023,2,samastipur,868715
547,bihar,2023,2,madhubani,865373
548,bihar,2023,2,darbhanga,860625
549,bihar,2023,2,vaishali,791100
550,bihar,2023,2,Patna,472016
551,bihar,2023,2,Patna,311558
552,bihar,2023,2,Patna,287226
553,bihar,2023,2,East Champaran,256921
554,bihar,2023,2,West Champaran,211285
555,bihar,2023,2,Gaya,175779
556,bihar,2023,2,Muzaffarpur,160164
557,bihar,2023,2,Darbhanga,154656
558,bihar,2023,2,Bhojpur,152195
559,bihar,2023,2,Patna,150388
560,bihar,2020,3,patna,1625305
561,bihar,2020,3,muzaffarpur,617383
562,bihar,2020,3,purbi champaran,570592
563,bihar,2020,3,gaya,493207
564,bihar,2020,3,pashchim champaran,435319
565,bihar,2020,3,madhubani,425154
566,bihar,2020,3,saran,424821
567,bihar,2020,3,samastipur,424696
568,bihar,2020,3,darbhanga,424611
569,bihar,2020,3,vaishali,391002
570,bihar,2020,3,Patna,254577
571,bihar,2020,3,Patna,165587
572,bihar,2020,3,Patna,153436
573,bihar,2020,3,East Champaran,128397
574,bihar,2020,3,West Champaran,105491
575,bihar,2020,3,Gaya,91491
576,bihar,2020,3,Muzaffarpur,83156
577,bihar,2020,3,Darbhanga,79075
578,bihar,2020,3,Patna,78835
579,bihar,2020,3,Bhojpur,77893
580,bihar,2020,4,patna,1752007
581,bihar,2020,4,muzaffarpur,673397
582,bihar,2020,4,purbi champaran,627214
583,bihar,2020,4,gaya,538319
584,bihar,2020,4,pashchim champaran,476717
585,bihar,2020,4,saran,467918
586,bihar,2020,4,madhubani,467849
587,bihar,2020,4,darbhanga,467317
588,bihar,2020,4,samastipur,466536
589,bihar,2020,4,bhagalpur,428157
590,bihar,2020,4,Patna,271953
591,bihar,2020,4,Patna,176286
592,bihar,2020,4,Patna,164391
593,bihar,2020,4,East Champaran,139691
594,bihar,2020,4,West Champaran,114907
595,bihar,2020,4,Gaya,98986
596,bihar,2020,4,Muzaffarpur,89605
597,bihar,2020,4,Darbhanga,85920
598,bihar,2020,4,Patna,85326
599,bihar,2020,4,Bhojpur,84588
600,bihar,2020,1,patna,1397342
601,bihar,2020,1,muzaffarpur,498548
602,bihar,2020,1,purbi champaran,431458
603,bihar,2020,1,gaya,398678
604,bihar,2020,1,saran,335039
605,bihar,2020,1,samastipur,334935
606,bihar,2020,1,pashchim champaran,334931
607,bihar,2020,1,darbhanga,332707
608,bihar,2020,1,madhubani,328630
609,bihar,2020,1,vaishali,312949
610,bihar,2020,1,Patna,226061
611,bihar,2020,1,Patna,149937
