,State,Transaction_Year,Quaters,District,RegisteredUsers,appOpens
6466,uttar-pradesh,2018,1,mau district,36792,0
6467,uttar-pradesh,2018,1,mirzapur district,39327,0
6468,uttar-pradesh,2018,1,bulandshahr district,60527,0
6469,uttar-pradesh,2018,1,gonda district,34648,0
6470,uttar-pradesh,2018,1,jhansi district,74623,0
6471,uttar-pradesh,2018,1,chandauli district,38971,0
6472,uttar-pradesh,2018,1,bhadohi district,29109,0
6473,uttar-pradesh,2018,1,pratapgarh district,41557,0
6474,uttar-pradesh,2018,1,saharanpur district,73819,0
6475,uttar-pradesh,2018,1,bara banki district,36150,0
6476,uttar-pradesh,2018,1,bareilly district,112369,0
6477,uttar-pradesh,2018,1,sitapur district,39869,0
6478,uttar-pradesh,2018,1,sultanpur district,38698,0
6479,uttar-pradesh,2018,1,agra district,148387,0
6480,uttar-pradesh,2018,1,fatehpur district,26460,0
6481,uttar-pradesh,2018,1,rae bareli district,34388,0
6482,uttar-pradesh,2018,1,firozabad district,40297,0
6483,uttar-pradesh,2018,1,kheri district,51685,0
6484,uttar-pradesh,2018,1,gorakhpur district,132769,0
6485,uttar-pradesh,2018,1,unnao district,33339,0
6486,uttar-pradesh,2018,1,prayagraj district,220198,0
6487,uttar-pradesh,2018,1,sonbhadra district,44097,0
6488,uttar-pradesh,2018,1,ghazipur district,64317,0
6489,uttar-pradesh,2018,1,farrukhabad district,26440,0
6490,uttar-pradesh,2018,1,kannauj district,19583,0
6491,uttar-pradesh,2018,1,azamgarh district,68976,0
6492,uttar-pradesh,2018,1,ayodhya district,51410,0
6493,uttar-pradesh,2018,1,deoria district,61062,0
6494,uttar-pradesh,2018,1,ghaziabad district,329683,0
6495,uttar-pradesh,2018,2,amethi district,40163,0
6496,uttar-pradesh,2018,2,siddharthnagar district,35144,0
6497,uttar-pradesh,2018,2,auraiya district,30766,0
6498,uttar-pradesh,2018,2,sambhal district,30654,0
6499,uttar-pradesh,2018,2,kanpur nagar district,285101,0
6500,uttar-pradesh,2018,2,aligarh district,115765,0
6501,uttar-pradesh,2018,2,mahoba district,17894,0
6502,uttar-pradesh,2018,2,lucknow district,506261,0
6503,uttar-pradesh,2018,2,sant kabeer nagar district,28579,0
6504,uttar-pradesh,2018,2,hathras district,34682,0
6505,uttar-pradesh,2018,2,budaun district,39219,0
6506,uttar-pradesh,2018,2,moradabad district,77532,0
6507,uttar-pradesh,2018,2,kushinagar district,85133,0
6508,uttar-pradesh,2018,2,baghpat district,38162,0
6509,uttar-pradesh,2018,2,shahjahanpur district,53883,0
6510,uttar-pradesh,2018,2,muzaffarnagar district,76722,0
6511,uttar-pradesh,2018,2,ambedkar nagar district,51740,0
6512,uttar-pradesh,2018,2,bahraich district,32882,0
6513,uttar-pradesh,2018,2,jalaun district,44385,0
6514,uttar-pradesh,2018,2,rampur district,40457,0
6515,uttar-pradesh,2018,2,ballia district,85108,0
6516,uttar-pradesh,2018,2,shravasti district,7768,0
6517,uttar-pradesh,2018,2,kasganj district,22301,0
6518,uttar-pradesh,2018,2,varanasi district,288325,0
6519,uttar-pradesh,2018,2,gautam buddha nagar district,586350,0
6520,uttar-pradesh,2018,2,basti district,54600,0
6521,uttar-pradesh,2018,2,shamli district,31502,0
6522,uttar-pradesh,2018,2,maharajganj district,52303,0
6523,uttar-pradesh,2018,2,etawah district,39330,0
6524,uttar-pradesh,2018,2,etah district,28606,0
6525,uttar-pradesh,2018,2,banda district,25924,0
6526,uttar-pradesh,2018,2,bijnor district,72561,0
6527,uttar-pradesh,2018,2,hardoi district,47446,0
6528,uttar-pradesh,2018,2,balrampur district,19876,0
6529,uttar-pradesh,2018,2,amroha district,37694,0
6530,uttar-pradesh,2018,2,pilibhit district,39569,0
6531,uttar-pradesh,2018,2,mainpuri district,36613,0
6532,uttar-pradesh,2018,2,kanpur dehat district,26304,0
6533,uttar-pradesh,2018,2,jaunpur district,112290,0
6534,uttar-pradesh,2018,2,kaushambi district,17210,0
6535,uttar-pradesh,2018,2,hapur district,46702,0
6536,uttar-pradesh,2018,2,hamirpur district,23749,0
6537,uttar-pradesh,2018,2,meerut district,167212,0
6538,uttar-pradesh,2018,2,mathura district,97917,0
6539,uttar-pradesh,2018,2,chitrakoot district,14820,0
6540,uttar-pradesh,2018,2,lalitpur district,27662,0
6541,uttar-pradesh,2018,2,mau district,51611,0
6542,uttar-pradesh,2018,2,mirzapur district,55130,0
6543,uttar-pradesh,2018,2,bulandshahr district,83469,0
6544,uttar-pradesh,2018,2,gonda district,49536,0
6545,uttar-pradesh,2018,2,jhansi district,101307,0
6546,uttar-pradesh,2018,2,chandauli district,55341,0
6547,uttar-pradesh,2018,2,bhadohi district,40604,0
6548,uttar-pradesh,2018,2,pratapgarh district,58488,0
6549,uttar-pradesh,2018,2,saharanpur district,100762,0
6550,uttar-pradesh,2018,2,bara banki district,49758,0
6551,uttar-pradesh,2018,2,bareilly district,152939,0
6552,uttar-pradesh,2018,2,sitapur district,63705,0
6553,uttar-pradesh,2018,2,sultanpur district,53694,0
6554,uttar-pradesh,2018,2,agra district,205298,0
6555,uttar-pradesh,2018,2,fatehpur district,36479,0
6556,uttar-pradesh,2018,2,rae bareli district,47853,0
6557,uttar-pradesh,2018,2,firozabad district,57092,0
6558,uttar-pradesh,2018,2,kheri district,72988,0
6559,uttar-pradesh,2018,2,gorakhpur district,181126,0
6560,uttar-pradesh,2018,2,unnao district,46906,0
6561,uttar-pradesh,2018,2,prayagraj district,297113,0
6562,uttar-pradesh,2018,2,sonbhadra district,59887,0
6563,uttar-pradesh,2018,2,ghazipur district,91831,0
6564,uttar-pradesh,2018,2,farrukhabad district,36990,0
6565,uttar-pradesh,2018,2,kannauj district,28022,0
6566,uttar-pradesh,2018,2,azamgarh district,98441,0
6567,uttar-pradesh,2018,2,ayodhya district,71398,0
6568,uttar-pradesh,2018,2,deoria district,85805,0
6569,uttar-pradesh,2018,2,ghaziabad district,434115,0
6570,uttar-pradesh,2021,4,amethi district,264472,8500647
6571,uttar-pradesh,2021,4,siddharthnagar district,268126,11309904
6572,uttar-pradesh,2021,4,auraiya district,203721,6612405
6573,uttar-pradesh,2021,4,sambhal district,219722,7592584
6574,uttar-pradesh,2021,4,kanpur nagar district,1349794,34981290
6575,uttar-pradesh,2021,4,aligarh district,731096,24940432
6576,uttar-pradesh,2021,4,mahoba district,109417,3370832
6577,uttar-pradesh,2021,4,lucknow district,2215886,65244080
6578,uttar-pradesh,2021,4,sant kabeer nagar district,206542,7429877
6579,uttar-pradesh,2021,4,hathras district,247776,8866006
6580,uttar-pradesh,2021,4,budaun district,290309,8646437
6581,uttar-pradesh,2021,4,moradabad district,496358,17198569
6582,uttar-pradesh,2021,4,kushinagar district,547287,21821978
6583,uttar-pradesh,2021,4,baghpat district,257605,9123679
6584,uttar-pradesh,2021,4,shahjahanpur district,336128,8051413
6585,uttar-pradesh,2021,4,muzaffarnagar district,480240,17005233
6586,uttar-pradesh,2021,4,ambedkar nagar district,325090,9477709
6587,uttar-pradesh,2021,4,bahraich district,245502,7041508
6588,uttar-pradesh,2021,4,jalaun district,246646,8392204
6589,uttar-pradesh,2021,4,rampur district,264569,9524556
6590,uttar-pradesh,2021,4,ballia district,513629,17655465
6591,uttar-pradesh,2021,4,shravasti district,63555,1885163
6592,uttar-pradesh,2021,4,kasganj district,170176,5438009
6593,uttar-pradesh,2021,4,varanasi district,1325315,32947562
6594,uttar-pradesh,2021,4,gautam buddha nagar district,2664034,106538115
6595,uttar-pradesh,2021,4,basti district,344852,12800452
6596,uttar-pradesh,2021,4,shamli district,203726,7458420
6597,uttar-pradesh,2021,4,maharajganj district,352595,11595475
6598,uttar-pradesh,2021,4,etawah district,267952,9316048
6599,uttar-pradesh,2021,4,etah district,230890,8015063
6600,uttar-pradesh,2021,4,banda district,166922,4693219
6601,uttar-pradesh,2021,4,bijnor district,474546,15441993
6602,uttar-pradesh,2021,4,hardoi district,345246,8663687
6603,uttar-pradesh,2021,4,balrampur district,161496,6228027
6604,uttar-pradesh,2021,4,amroha district,262094,10321695
6605,uttar-pradesh,2021,4,pilibhit district,250203,5578152
6606,uttar-pradesh,2021,4,mainpuri district,267320,8714957
6607,uttar-pradesh,2021,4,kanpur dehat district,201743,7039315
6608,uttar-pradesh,2021,4,jaunpur district,698280,21320725
6609,uttar-pradesh,2021,4,kaushambi district,136353,4006717
6610,uttar-pradesh,2021,4,hapur district,309228,12341714
6611,uttar-pradesh,2021,4,hamirpur district,139019,4101855
6612,uttar-pradesh,2021,4,meerut district,911852,30248838
6613,uttar-pradesh,2021,4,mathura district,674711,25736842
6614,uttar-pradesh,2021,4,chitrakoot district,97682,3192625
6615,uttar-pradesh,2021,4,lalitpur district,167240,6745680
6616,uttar-pradesh,2021,4,mau district,314297,9333091
6617,uttar-pradesh,2021,4,mirzapur district,337415,9532883
6618,uttar-pradesh,2021,4,bulandshahr district,574654,22212038
6619,uttar-pradesh,2021,4,gonda district,328086,11353784
6620,uttar-pradesh,2021,4,jhansi district,497457,18602474
6621,uttar-pradesh,2021,4,chandauli district,322309,9366865
6622,uttar-pradesh,2021,4,bhadohi district,245007,6929593
6623,uttar-pradesh,2021,4,pratapgarh district,397596,12726654
6624,uttar-pradesh,2021,4,saharanpur district,625876,24467930
6625,uttar-pradesh,2021,4,bara banki district,313465,9099109
6626,uttar-pradesh,2021,4,bareilly district,821986,24139955
6627,uttar-pradesh,2021,4,sitapur district,428710,8366576
6628,uttar-pradesh,2021,4,sultanpur district,323438,10055921
6629,uttar-pradesh,2021,4,agra district,1204274,39065873
6630,uttar-pradesh,2021,4,fatehpur district,244390,6639155
6631,uttar-pradesh,2021,4,rae bareli district,282965,8007627
6632,uttar-pradesh,2021,4,firozabad district,443735,13720711
6633,uttar-pradesh,2021,4,kheri district,480851,8802799
6634,uttar-pradesh,2021,4,gorakhpur district,964667,31482311
6635,uttar-pradesh,2021,4,unnao district,316042,8231448
6636,uttar-pradesh,2021,4,prayagraj district,1414447,41302994
6637,uttar-pradesh,2021,4,sonbhadra district,292843,11574122
6638,uttar-pradesh,2021,4,ghazipur district,552224,16930341
6639,uttar-pradesh,2021,4,farrukhabad district,248877,7866758
6640,uttar-pradesh,2021,4,kannauj district,213494,6740457
6641,uttar-pradesh,2021,4,azamgarh district,624474,18834505
6642,uttar-pradesh,2021,4,ayodhya district,399921,12244724
6643,uttar-pradesh,2021,4,deoria district,528101,19515010
6644,uttar-pradesh,2021,4,ghaziabad district,2169109,65620930
6645,uttar-pradesh,2021,3,amethi district,245887,6905900
6646,uttar-pradesh,2021,3,siddharthnagar district,249111,11183058
6647,uttar-pradesh,2021,3,auraiya district,189321,5320993
6648,uttar-pradesh,2021,3,sambhal district,203883,5614377
6649,uttar-pradesh,2021,3,kanpur nagar district,1263050,21015827
6650,uttar-pradesh,2021,3,aligarh district,681857,15510684
6651,uttar-pradesh,2021,3,mahoba district,101383,4903489
6652,uttar-pradesh,2021,3,lucknow district,2076033,36855345
6653,uttar-pradesh,2021,3,sant kabeer nagar district,191948,4523934
6654,uttar-pradesh,2021,3,hathras district,230320,5324600
6655,uttar-pradesh,2021,3,budaun district,269703,8540101
6656,uttar-pradesh,2021,3,moradabad district,462980,9348367
6657,uttar-pradesh,2021,3,kushinagar district,508938,12748095
6658,uttar-pradesh,2021,3,baghpat district,240441,5974261
6659,uttar-pradesh,2021,3,shahjahanpur district,311858,8695760
6660,uttar-pradesh,2021,3,muzaffarnagar district,448096,10778049
6661,uttar-pradesh,2021,3,ambedkar nagar district,302263,5779645
6662,uttar-pradesh,2021,3,bahraich district,227941,9175141
6663,uttar-pradesh,2021,3,jalaun district,229155,9250768
6664,uttar-pradesh,2021,3,rampur district,246230,6259927
6665,uttar-pradesh,2021,3,ballia district,478324,10195059
6666,uttar-pradesh,2021,3,shravasti district,58737,3093685
6667,uttar-pradesh,2021,3,kasganj district,158052,4070828
6668,uttar-pradesh,2021,3,varanasi district,1239725,16646427
6669,uttar-pradesh,2021,3,gautam buddha nagar district,2496114,59498265
6670,uttar-pradesh,2021,3,basti district,320806,8006486
6671,uttar-pradesh,2021,3,shamli district,189790,4953024
6672,uttar-pradesh,2021,3,maharajganj district,327438,8011647
6673,uttar-pradesh,2021,3,etawah district,249385,6874524
6674,uttar-pradesh,2021,3,etah district,214709,5804468
6675,uttar-pradesh,2021,3,banda district,154581,6510003
6676,uttar-pradesh,2021,3,bijnor district,442548,11881536
6677,uttar-pradesh,2021,3,hardoi district,320513,10250565
6678,uttar-pradesh,2021,3,balrampur district,149985,6914313
6679,uttar-pradesh,2021,3,amroha district,243686,6888875
6680,uttar-pradesh,2021,3,pilibhit district,232754,5804732
6681,uttar-pradesh,2021,3,mainpuri district,248343,6809626
6682,uttar-pradesh,2021,3,kanpur dehat district,187084,7063852
6683,uttar-pradesh,2021,3,jaunpur district,650143,11804378
6684,uttar-pradesh,2021,3,kaushambi district,126637,3417066
6685,uttar-pradesh,2021,3,hapur district,288709,7010219
6686,uttar-pradesh,2021,3,hamirpur district,128958,5101770
6687,uttar-pradesh,2021,3,meerut district,853246,16882676
6688,uttar-pradesh,2021,3,mathura district,628528,16338028
6689,uttar-pradesh,2021,3,chitrakoot district,90553,5012442
6690,uttar-pradesh,2021,3,lalitpur district,155272,9660592
6691,uttar-pradesh,2021,3,mau district,292936,5134182
6692,uttar-pradesh,2021,3,mirzapur district,314144,9607253
6693,uttar-pradesh,2021,3,bulandshahr district,535699,13891421
6694,uttar-pradesh,2021,3,gonda district,305366,10059982
6695,uttar-pradesh,2021,3,jhansi district,464351,14635892
6696,uttar-pradesh,2021,3,chandauli district,300595,6385377
6697,uttar-pradesh,2021,3,bhadohi district,228222,3509928
6698,uttar-pradesh,2021,3,pratapgarh district,369954,8547127
6699,uttar-pradesh,2021,3,saharanpur district,584344,15615472
6700,uttar-pradesh,2021,3,bara banki district,291376,7899459
6701,uttar-pradesh,2021,3,bareilly district,766809,14710344
6702,uttar-pradesh,2021,3,sitapur district,397389,10389341
6703,uttar-pradesh,2021,3,sultanpur district,301325,6580185
6704,uttar-pradesh,2021,3,agra district,1124720,22075229
6705,uttar-pradesh,2021,3,fatehpur district,226873,6986051
6706,uttar-pradesh,2021,3,rae bareli district,263613,7082526
6707,uttar-pradesh,2021,3,firozabad district,412441,8589707
6708,uttar-pradesh,2021,3,kheri district,446308,11738602
6709,uttar-pradesh,2021,3,gorakhpur district,900171,17952101
6710,uttar-pradesh,2021,3,unnao district,293971,8496052
6711,uttar-pradesh,2021,3,prayagraj district,1320432,24937997
6712,uttar-pradesh,2021,3,sonbhadra district,272567,14054719
6713,uttar-pradesh,2021,3,ghazipur district,514893,9646966
6714,uttar-pradesh,2021,3,farrukhabad district,231446,5518604
6715,uttar-pradesh,2021,3,kannauj district,198231,5167434
6716,uttar-pradesh,2021,3,azamgarh district,582049,10763238
6717,uttar-pradesh,2021,3,ayodhya district,372839,7623642
6718,uttar-pradesh,2021,3,deoria district,492048,10011054
6719,uttar-pradesh,2021,3,ghaziabad district,2031752,38066824
6720,uttar-pradesh,2021,1,amethi district,209408,3797616
6721,uttar-pradesh,2021,1,siddharthnagar district,213056,5043863
6722,uttar-pradesh,2021,1,auraiya district,162129,3205592
6723,uttar-pradesh,2021,1,sambhal district,173933,3289299
6724,uttar-pradesh,2021,1,kanpur nagar district,1100587,21921245
6725,uttar-pradesh,2021,1,aligarh district,588461,12681750
6726,uttar-pradesh,2021,1,mahoba district,85807,1528269
6727,uttar-pradesh,2021,1,lucknow district,1813076,43670344
6728,uttar-pradesh,2021,1,sant kabeer nagar district,164355,3480061
6729,uttar-pradesh,2021,1,hathras district,197275,3974475
6730,uttar-pradesh,2021,1,budaun district,229929,3934634
6731,uttar-pradesh,2021,1,moradabad district,399160,7973523
6732,uttar-pradesh,2021,1,kushinagar district,437393,10502078
6733,uttar-pradesh,2021,1,baghpat district,207627,5012968
6734,uttar-pradesh,2021,1,shahjahanpur district,265197,4231018
6735,uttar-pradesh,2021,1,muzaffarnagar district,387177,8303720
6736,uttar-pradesh,2021,1,ambedkar nagar district,259324,4376892
6737,uttar-pradesh,2021,1,bahraich district,194163,3507029
6738,uttar-pradesh,2021,1,jalaun district,195777,3709496
6739,uttar-pradesh,2021,1,rampur district,211156,3922735
6740,uttar-pradesh,2021,1,ballia district,412104,8444901
6741,uttar-pradesh,2021,1,shravasti district,49462,912847
6742,uttar-pradesh,2021,1,kasganj district,134535,2391474
6743,uttar-pradesh,2021,1,varanasi district,1079309,19374684
6744,uttar-pradesh,2021,1,gautam buddha nagar district,2181874,77986145
6745,uttar-pradesh,2021,1,basti district,275414,5856483
6746,uttar-pradesh,2021,1,shamli district,163182,3497004
6747,uttar-pradesh,2021,1,maharajganj district,279707,5572104
6748,uttar-pradesh,2021,1,etawah district,213975,4380134
6749,uttar-pradesh,2021,1,etah district,183538,3456357
6750,uttar-pradesh,2021,1,banda district,131226,2164421
6751,uttar-pradesh,2021,1,bijnor district,381195,7407766
6752,uttar-pradesh,2021,1,hardoi district,272411,4193558
6753,uttar-pradesh,2021,1,balrampur district,127631,2667989
6754,uttar-pradesh,2021,1,amroha district,208607,4613416
6755,uttar-pradesh,2021,1,pilibhit district,199023,3097811
6756,uttar-pradesh,2021,1,mainpuri district,212294,3847516
6757,uttar-pradesh,2021,1,kanpur dehat district,159123,3271176
6758,uttar-pradesh,2021,1,jaunpur district,558808,10355919
6759,uttar-pradesh,2021,1,kaushambi district,107994,1859694
6760,uttar-pradesh,2021,1,hapur district,249914,6658932
6761,uttar-pradesh,2021,1,hamirpur district,109551,1961142
6762,uttar-pradesh,2021,1,meerut district,741901,16769292
6763,uttar-pradesh,2021,1,mathura district,541676,13042102
6764,uttar-pradesh,2021,1,chitrakoot district,76935,1446130
6765,uttar-pradesh,2021,1,lalitpur district,132483,2886753
6766,uttar-pradesh,2021,1,mau district,252570,4270719
6767,uttar-pradesh,2021,1,mirzapur district,269927,4778747
6768,uttar-pradesh,2021,1,bulandshahr district,461596,11278900
6769,uttar-pradesh,2021,1,gonda district,261669,5605556
6770,uttar-pradesh,2021,1,jhansi district,402240,9769874
6771,uttar-pradesh,2021,1,chandauli district,259262,4759999
6772,uttar-pradesh,2021,1,bhadohi district,196533,3395245
6773,uttar-pradesh,2021,1,pratapgarh district,316627,5871740
6774,uttar-pradesh,2021,1,saharanpur district,505178,11541497
6775,uttar-pradesh,2021,1,bara banki district,249182,4543982
6776,uttar-pradesh,2021,1,bareilly district,662143,12240686
6777,uttar-pradesh,2021,1,sitapur district,338854,4481686
6778,uttar-pradesh,2021,1,sultanpur district,258614,4674936
6779,uttar-pradesh,2021,1,agra district,974389,20226003
6780,uttar-pradesh,2021,1,fatehpur district,193171,3064288
6781,uttar-pradesh,2021,1,rae bareli district,226301,3836529
6782,uttar-pradesh,2021,1,firozabad district,353729,6411184
6783,uttar-pradesh,2021,1,kheri district,380108,4949153
6784,uttar-pradesh,2021,1,gorakhpur district,780306,16582486
6785,uttar-pradesh,2021,1,unnao district,251530,4064340
6786,uttar-pradesh,2021,1,prayagraj district,1143612,25056524
6787,uttar-pradesh,2021,1,sonbhadra district,234618,5684193
6788,uttar-pradesh,2021,1,ghazipur district,443311,8162326
6789,uttar-pradesh,2021,1,farrukhabad district,198513,3663937
6790,uttar-pradesh,2021,1,kannauj district,169332,2859076
6791,uttar-pradesh,2021,1,azamgarh district,501473,8619959
6792,uttar-pradesh,2021,1,ayodhya district,320746,5978927
6793,uttar-pradesh,2021,1,deoria district,424347,9305742
6794,uttar-pradesh,2021,1,ghaziabad district,1773332,47857733
6795,uttar-pradesh,2021,2,amethi district,226201,6879206
6796,uttar-pradesh,2021,2,siddharthnagar district,229685,10226449
6797,uttar-pradesh,2021,2,auraiya district,174601,4883091
6798,uttar-pradesh,2021,2,sambhal district,187852,4498363
6799,uttar-pradesh,2021,2,kanpur nagar district,1176708,16930729
6800,uttar-pradesh,2021,2,aligarh district,631792,12930339
6801,uttar-pradesh,2021,2,mahoba district,92930,4086641
6802,uttar-pradesh,2021,2,lucknow district,1937173,24705951
6803,uttar-pradesh,2021,2,sant kabeer nagar district,177099,4437809
6804,uttar-pradesh,2021,2,hathras district,212672,4573599
6805,uttar-pradesh,2021,2,budaun district,248263,7162914
6806,uttar-pradesh,2021,2,moradabad district,428908,7369764
6807,uttar-pradesh,2021,2,kushinagar district,470229,11818027
6808,uttar-pradesh,2021,2,baghpat district,222933,5086018
6809,uttar-pradesh,2021,2,shahjahanpur district,286698,7532278
6810,uttar-pradesh,2021,2,muzaffarnagar district,415595,8851357
6811,uttar-pradesh,2021,2,ambedkar nagar district,279018,5561355
6812,uttar-pradesh,2021,2,bahraich district,209657,7655689
6813,uttar-pradesh,2021,2,jalaun district,211288,8295744
6814,uttar-pradesh,2021,2,rampur district,227310,5032841
6815,uttar-pradesh,2021,2,ballia district,442509,9636727
6816,uttar-pradesh,2021,2,shravasti district,53629,2659985
6817,uttar-pradesh,2021,2,kasganj district,145326,3605119
6818,uttar-pradesh,2021,2,varanasi district,1154661,12765198
6819,uttar-pradesh,2021,2,gautam buddha nagar district,2329954,43661492
6820,uttar-pradesh,2021,2,basti district,296308,7659697
6821,uttar-pradesh,2021,2,shamli district,175652,3959166
6822,uttar-pradesh,2021,2,maharajganj district,301659,7372723
6823,uttar-pradesh,2021,2,etawah district,230384,6030185
6824,uttar-pradesh,2021,2,etah district,197793,5071736
6825,uttar-pradesh,2021,2,banda district,141975,6108375
6826,uttar-pradesh,2021,2,bijnor district,409603,10029061
6827,uttar-pradesh,2021,2,hardoi district,294712,9801471
6828,uttar-pradesh,2021,2,balrampur district,137921,6333564
6829,uttar-pradesh,2021,2,amroha district,224885,5494608
6830,uttar-pradesh,2021,2,pilibhit district,214517,4943692
6831,uttar-pradesh,2021,2,mainpuri district,228922,6055383
6832,uttar-pradesh,2021,2,kanpur dehat district,172133,6549291
6833,uttar-pradesh,2021,2,jaunpur district,600794,11888060
6834,uttar-pradesh,2021,2,kaushambi district,116606,3186728
6835,uttar-pradesh,2021,2,hapur district,268188,5684275
6836,uttar-pradesh,2021,2,hamirpur district,118257,4805630
6837,uttar-pradesh,2021,2,meerut district,794314,13475900
6838,uttar-pradesh,2021,2,mathura district,582001,12381150
6839,uttar-pradesh,2021,2,chitrakoot district,83116,4440540
6840,uttar-pradesh,2021,2,lalitpur district,142831,6864129
6841,uttar-pradesh,2021,2,mau district,271232,4803900
6842,uttar-pradesh,2021,2,mirzapur district,290357,8046766
6843,uttar-pradesh,2021,2,bulandshahr district,496067,12104966
6844,uttar-pradesh,2021,2,gonda district,281740,9800069
6845,uttar-pradesh,2021,2,jhansi district,431055,11420469
6846,uttar-pradesh,2021,2,chandauli district,278397,5433024
6847,uttar-pradesh,2021,2,bhadohi district,211236,3495393
6848,uttar-pradesh,2021,2,pratapgarh district,341118,8581043
6849,uttar-pradesh,2021,2,saharanpur district,542340,12209126
6850,uttar-pradesh,2021,2,bara banki district,268880,6420366
6851,uttar-pradesh,2021,2,bareilly district,710778,11874626
6852,uttar-pradesh,2021,2,sitapur district,366017,8689425
6853,uttar-pradesh,2021,2,sultanpur district,278126,6392641
6854,uttar-pradesh,2021,2,agra district,1044788,17308775
6855,uttar-pradesh,2021,2,fatehpur district,208520,6732727
6856,uttar-pradesh,2021,2,rae bareli district,243531,6339664
6857,uttar-pradesh,2021,2,firozabad district,380885,7080319
6858,uttar-pradesh,2021,2,kheri district,410053,9353171
6859,uttar-pradesh,2021,2,gorakhpur district,835887,15232883
6860,uttar-pradesh,2021,2,unnao district,271165,7660427
6861,uttar-pradesh,2021,2,prayagraj district,1225800,19820485
6862,uttar-pradesh,2021,2,sonbhadra district,252013,10775729
6863,uttar-pradesh,2021,2,ghazipur district,476105,9031373
6864,uttar-pradesh,2021,2,farrukhabad district,213759,4862316
6865,uttar-pradesh,2021,2,kannauj district,182579,4509174
6866,uttar-pradesh,2021,2,azamgarh district,538771,10182944
6867,uttar-pradesh,2021,2,ayodhya district,344791,6610650
6868,uttar-pradesh,2021,2,deoria district,455328,9609305
6869,uttar-pradesh,2021,2,ghaziabad district,1895314,30235059
6870,uttar-pradesh,2022,4,amethi district,331764,12719095
6871,uttar-pradesh,2022,4,siddharthnagar district,336532,16403045
6872,uttar-pradesh,2022,4,auraiya district,255605,9228119
6873,uttar-pradesh,2022,4,sambhal district,275307,14049528
6874,uttar-pradesh,2022,4,kanpur nagar district,1673173,43605399
6875,uttar-pradesh,2022,4,aligarh district,912129,37404998
6876,uttar-pradesh,2022,4,mahoba district,137382,5528543
6877,uttar-pradesh,2022,4,lucknow district,2734333,79861785
6878,uttar-pradesh,2022,4,sant kabeer nagar district,260490,10659515
6879,uttar-pradesh,2022,4,hathras district,311414,14551102
6880,uttar-pradesh,2022,4,budaun district,363274,15614019
6881,uttar-pradesh,2022,4,moradabad district,619119,29244078
6882,uttar-pradesh,2022,4,kushinagar district,690975,28657586
6883,uttar-pradesh,2022,4,baghpat district,319482,12193476
6884,uttar-pradesh,2022,4,shahjahanpur district,422458,12943043
6885,uttar-pradesh,2022,4,muzaffarnagar district,596271,26153577
6886,uttar-pradesh,2022,4,ambedkar nagar district,410216,13630487
6887,uttar-pradesh,2022,4,bahraich district,306258,12952792
6888,uttar-pradesh,2022,4,jalaun district,308934,12951272
6889,uttar-pradesh,2022,4,rampur district,331077,17519826
6890,uttar-pradesh,2022,4,ballia district,645949,22793841
6891,uttar-pradesh,2022,4,shravasti district,79245,3247524
6892,uttar-pradesh,2022,4,kasganj district,214531,8730028
6893,uttar-pradesh,2022,4,varanasi district,1641943,44430180
6894,uttar-pradesh,2022,4,gautam buddha nagar district,3286371,135511070
6895,uttar-pradesh,2022,4,basti district,434060,17777787
6896,uttar-pradesh,2022,4,shamli district,254021,12465356
6897,uttar-pradesh,2022,4,maharajganj district,444905,16267158
6898,uttar-pradesh,2022,4,etawah district,336655,13390833
6899,uttar-pradesh,2022,4,etah district,289979,13345986
6900,uttar-pradesh,2022,4,banda district,208349,7554225
6901,uttar-pradesh,2022,4,bijnor district,590130,23868834
6902,uttar-pradesh,2022,4,hardoi district,431274,14038931
6903,uttar-pradesh,2022,4,balrampur district,202052,11214039
6904,uttar-pradesh,2022,4,amroha district,328276,16744056
6905,uttar-pradesh,2022,4,pilibhit district,313713,10251429
6906,uttar-pradesh,2022,4,mainpuri district,335366,14017965
6907,uttar-pradesh,2022,4,kanpur dehat district,253280,11126888
6908,uttar-pradesh,2022,4,jaunpur district,877935,30707983
6909,uttar-pradesh,2022,4,kaushambi district,171007,6690129
6910,uttar-pradesh,2022,4,hapur district,384529,16930134
6911,uttar-pradesh,2022,4,hamirpur district,174336,6534219
6912,uttar-pradesh,2022,4,meerut district,1127324,41185091
6913,uttar-pradesh,2022,4,mathura district,842841,38383011
6914,uttar-pradesh,2022,4,chitrakoot district,121558,5344757
6915,uttar-pradesh,2022,4,lalitpur district,208434,9504939
6916,uttar-pradesh,2022,4,mau district,394376,13957484
6917,uttar-pradesh,2022,4,mirzapur district,421064,14522855
6918,uttar-pradesh,2022,4,bulandshahr district,716597,33533669
6919,uttar-pradesh,2022,4,gonda district,410002,18882345
6920,uttar-pradesh,2022,4,jhansi district,618141,24090068
6921,uttar-pradesh,2022,4,chandauli district,402790,13759691
6922,uttar-pradesh,2022,4,bhadohi district,307145,9367591
6923,uttar-pradesh,2022,4,pratapgarh district,499521,18450397
6924,uttar-pradesh,2022,4,saharanpur district,776234,38406876
6925,uttar-pradesh,2022,4,bara banki district,392384,14335451
6926,uttar-pradesh,2022,4,bareilly district,1025341,38525234
6927,uttar-pradesh,2022,4,sitapur district,538245,14354836
6928,uttar-pradesh,2022,4,sultanpur district,406332,14279533
