,State,Transaction_Year,Quaters,District,RegisteredUsers,appOpens
0,sikkim,2018,4,south district,8992,0
1,sikkim,2018,4,west district,5328,0
2,sikkim,2018,4,east district,29948,0
3,sikkim,2018,4,north district,4270,0
4,sikkim,2018,3,south district,6943,0
5,sikkim,2018,3,west district,4042,0
6,sikkim,2018,3,east district,23460,0
7,sikkim,2018,3,north district,3192,0
8,sikkim,2018,1,south district,3679,0
9,sikkim,2018,1,west district,2048,0
10,sikkim,2018,1,east district,12749,0
11,sikkim,2018,1,north district,1575,0
12,sikkim,2018,2,south district,5147,0
13,sikkim,2018,2,west district,2868,0
14,sikkim,2018,2,east district,17767,0
15,sikkim,2018,2,north district,2315,0
16,sikkim,2021,4,south district,41311,1156897
17,sikkim,2021,4,west district,25834,686418
18,sikkim,2021,4,east district,113537,3108229
19,sikkim,2021,4,north district,16725,574008
20,sikkim,2021,3,south district,38616,1144641
21,sikkim,2021,3,west district,24132,1053092
22,sikkim,2021,3,east district,106352,2217368
23,sikkim,2021,3,north district,15593,1299464
24,sikkim,2021,1,south district,33490,549002
25,sikkim,2021,1,west district,20769,329949
26,sikkim,2021,1,east district,92502,1635704
27,sikkim,2021,1,north district,13452,280676
28,sikkim,2021,2,south district,35900,967570
29,sikkim,2021,2,west district,22352,824607
30,sikkim,2021,2,east district,99077,1747714
31,sikkim,2021,2,north district,14411,1001230
32,sikkim,2022,4,south district,50716,2045443
33,sikkim,2022,4,west district,31605,1253670
34,sikkim,2022,4,east district,139175,4859711
35,sikkim,2022,4,north district,20472,790040
36,sikkim,2022,3,south district,48673,4041078
37,sikkim,2022,3,west district,30513,4964725
38,sikkim,2022,3,east district,133152,5164204
39,sikkim,2022,3,north district,19687,4578529
40,sikkim,2022,1,south district,43881,2776181
41,sikkim,2022,1,west district,27594,3049668
42,sikkim,2022,1,east district,120360,3384215
43,sikkim,2022,1,north district,17781,3230129
44,sikkim,2022,2,south district,46351,3490586
45,sikkim,2022,2,west district,29184,4031393
46,sikkim,2022,2,east district,126666,4759136
47,sikkim,2022,2,north district,18793,4712822
48,sikkim,2019,4,south district,18461,329447
49,sikkim,2019,4,west district,11078,178799
50,sikkim,2019,4,east district,55340,889132
51,sikkim,2019,4,north district,8093,154626
52,sikkim,2019,3,south district,16016,280590
53,sikkim,2019,3,west district,9481,144701
54,sikkim,2019,3,east district,49404,754830
55,sikkim,2019,3,north district,7227,136683
56,sikkim,2019,1,south district,11031,0
57,sikkim,2019,1,west district,6479,0
58,sikkim,2019,1,east district,36124,0
59,sikkim,2019,1,north district,5322,0
60,sikkim,2019,2,south district,13547,77140
61,sikkim,2019,2,west district,8064,46084
62,sikkim,2019,2,east district,43048,238494
63,sikkim,2019,2,north district,6340,36802
64,sikkim,2020,4,south district,31055,487764
65,sikkim,2020,4,west district,19217,307094
66,sikkim,2020,4,east district,85770,1393562
67,sikkim,2020,4,north district,12501,290250
68,sikkim,2020,3,south district,28038,435098
69,sikkim,2020,3,west district,17400,289152
70,sikkim,2020,3,east district,78018,1205412
71,sikkim,2020,3,north district,11317,226808
72,sikkim,2020,1,south district,21043,363778
73,sikkim,2020,1,west district,12746,206588
74,sikkim,2020,1,east district,61820,973818
75,sikkim,2020,1,north district,9022,152979
76,sikkim,2020,2,south district,24768,391248
77,sikkim,2020,2,west district,15082,272075
78,sikkim,2020,2,east district,69829,1057180
79,sikkim,2020,2,north district,10242,191832
80,sikkim,2023,1,south district,52942,5195700
81,sikkim,2023,1,west district,32945,4025814
82,sikkim,2023,1,east district,145199,4158937
83,sikkim,2023,1,north district,21354,5546776
84,sikkim,2023,2,south district,55158,7212789
85,sikkim,2023,2,west district,34427,8135830
86,sikkim,2023,2,east district,150852,6251789
87,sikkim,2023,2,north district,22291,6870467
88,maharashtra,2018,4,jalgaon district,325677,0
89,maharashtra,2018,4,latur district,212030,0
90,maharashtra,2018,4,thane district,1473811,0
91,maharashtra,2018,4,bhandara district,86513,0
92,maharashtra,2018,4,nandurbar district,64012,0
93,maharashtra,2018,4,chandrapur district,149712,0
94,maharashtra,2018,4,kolhapur district,372286,0
95,maharashtra,2018,4,solapur district,419060,0
96,maharashtra,2018,4,mumbai district,543353,0
97,maharashtra,2018,4,sindhudurg district,47259,0
98,maharashtra,2018,4,dhule district,140033,0
99,maharashtra,2018,4,wardha district,100626,0
100,maharashtra,2018,4,parbhani district,117401,0
101,maharashtra,2018,4,mumbai suburban district,1578487,0
102,maharashtra,2018,4,hingoli district,60769,0
103,maharashtra,2018,4,ratnagiri district,82907,0
104,maharashtra,2018,4,nanded district,212108,0
105,maharashtra,2018,4,osmanabad district,119476,0
106,maharashtra,2018,4,nagpur district,627317,0
107,maharashtra,2018,4,buldhana district,183255,0
108,maharashtra,2018,4,nashik district,698343,0
109,maharashtra,2018,4,akola district,121472,0
110,maharashtra,2018,4,yavatmal district,129352,0
111,maharashtra,2018,4,aurangabad district,534477,0
112,maharashtra,2018,4,amravati district,213417,0
113,maharashtra,2018,4,washim district,65005,0
114,maharashtra,2018,4,sangli district,241022,0
115,maharashtra,2018,4,gadchiroli district,48456,0
116,maharashtra,2018,4,raigad district,405733,0
117,maharashtra,2018,4,palghar district,414825,0
118,maharashtra,2018,4,jalna district,129656,0
119,maharashtra,2018,4,gondia district,83706,0
120,maharashtra,2018,4,ahmednagar district,439246,0
121,maharashtra,2018,4,pune district,2498852,0
122,maharashtra,2018,4,beed district,170917,0
123,maharashtra,2018,4,satara district,271031,0
124,maharashtra,2018,3,jalgaon district,263135,0
125,maharashtra,2018,3,latur district,170128,0
126,maharashtra,2018,3,thane district,1104206,0
127,maharashtra,2018,3,bhandara district,68672,0
128,maharashtra,2018,3,nandurbar district,49904,0
129,maharashtra,2018,3,chandrapur district,119898,0
130,maharashtra,2018,3,kolhapur district,292239,0
131,maharashtra,2018,3,solapur district,331428,0
132,maharashtra,2018,3,mumbai district,410878,0
133,maharashtra,2018,3,sindhudurg district,35352,0
134,maharashtra,2018,3,dhule district,110815,0
135,maharashtra,2018,3,wardha district,80412,0
136,maharashtra,2018,3,parbhani district,94341,0
137,maharashtra,2018,3,mumbai suburban district,1218632,0
138,maharashtra,2018,3,hingoli district,48279,0
139,maharashtra,2018,3,ratnagiri district,61998,0
140,maharashtra,2018,3,nanded district,168414,0
141,maharashtra,2018,3,osmanabad district,93240,0
142,maharashtra,2018,3,nagpur district,487280,0
143,maharashtra,2018,3,buldhana district,145183,0
144,maharashtra,2018,3,nashik district,552556,0
145,maharashtra,2018,3,akola district,96221,0
146,maharashtra,2018,3,yavatmal district,102034,0
147,maharashtra,2018,3,aurangabad district,428394,0
148,maharashtra,2018,3,amravati district,170913,0
149,maharashtra,2018,3,washim district,51549,0
150,maharashtra,2018,3,sangli district,189937,0
151,maharashtra,2018,3,gadchiroli district,38429,0
152,maharashtra,2018,3,raigad district,308594,0
153,maharashtra,2018,3,palghar district,312322,0
154,maharashtra,2018,3,jalna district,102291,0
155,maharashtra,2018,3,gondia district,67233,0
156,maharashtra,2018,3,ahmednagar district,344804,0
157,maharashtra,2018,3,pune district,1974138,0
158,maharashtra,2018,3,beed district,132639,0
159,maharashtra,2018,3,satara district,208545,0
160,maharashtra,2018,1,jalgaon district,156359,0
161,maharashtra,2018,1,latur district,101698,0
162,maharashtra,2018,1,thane district,631864,0
163,maharashtra,2018,1,bhandara district,38732,0
164,maharashtra,2018,1,nandurbar district,27766,0
165,maharashtra,2018,1,chandrapur district,67034,0
166,maharashtra,2018,1,kolhapur district,172528,0
167,maharashtra,2018,1,solapur district,190033,0
168,maharashtra,2018,1,mumbai district,233538,0
169,maharashtra,2018,1,sindhudurg district,19427,0
170,maharashtra,2018,1,dhule district,63040,0
171,maharashtra,2018,1,wardha district,46502,0
172,maharashtra,2018,1,parbhani district,57487,0
173,maharashtra,2018,1,mumbai suburban district,719300,0
174,maharashtra,2018,1,hingoli district,27545,0
175,maharashtra,2018,1,ratnagiri district,32596,0
176,maharashtra,2018,1,nanded district,99716,0
177,maharashtra,2018,1,osmanabad district,51994,0
178,maharashtra,2018,1,nagpur district,280007,0
179,maharashtra,2018,1,buldhana district,84962,0
180,maharashtra,2018,1,nashik district,321402,0
181,maharashtra,2018,1,akola district,56295,0
182,maharashtra,2018,1,yavatmal district,57137,0
183,maharashtra,2018,1,aurangabad district,266324,0
184,maharashtra,2018,1,amravati district,100458,0
185,maharashtra,2018,1,washim district,29299,0
186,maharashtra,2018,1,sangli district,108867,0
187,maharashtra,2018,1,gadchiroli district,20462,0
188,maharashtra,2018,1,raigad district,173015,0
189,maharashtra,2018,1,palghar district,172502,0
190,maharashtra,2018,1,jalna district,60373,0
191,maharashtra,2018,1,gondia district,37761,0
192,maharashtra,2018,1,ahmednagar district,197473,0
193,maharashtra,2018,1,pune district,1211643,0
194,maharashtra,2018,1,beed district,75552,0
195,maharashtra,2018,1,satara district,116303,0
196,maharashtra,2018,2,jalgaon district,210918,0
197,maharashtra,2018,2,latur district,135843,0
198,maharashtra,2018,2,thane district,861292,0
199,maharashtra,2018,2,bhandara district,54045,0
200,maharashtra,2018,2,nandurbar district,38235,0
201,maharashtra,2018,2,chandrapur district,93704,0
202,maharashtra,2018,2,kolhapur district,231603,0
203,maharashtra,2018,2,solapur district,259084,0
204,maharashtra,2018,2,mumbai district,319588,0
205,maharashtra,2018,2,sindhudurg district,26643,0
206,maharashtra,2018,2,dhule district,86922,0
207,maharashtra,2018,2,wardha district,63159,0
208,maharashtra,2018,2,parbhani district,75309,0
209,maharashtra,2018,2,mumbai suburban district,957633,0
210,maharashtra,2018,2,hingoli district,37346,0
211,maharashtra,2018,2,ratnagiri district,45361,0
212,maharashtra,2018,2,nanded district,132935,0
213,maharashtra,2018,2,osmanabad district,71243,0
214,maharashtra,2018,2,nagpur district,380425,0
215,maharashtra,2018,2,buldhana district,114637,0
216,maharashtra,2018,2,nashik district,436668,0
217,maharashtra,2018,2,akola district,76778,0
218,maharashtra,2018,2,yavatmal district,78775,0
219,maharashtra,2018,2,aurangabad district,347838,0
220,maharashtra,2018,2,amravati district,136760,0
221,maharashtra,2018,2,washim district,39995,0
222,maharashtra,2018,2,sangli district,148370,0
223,maharashtra,2018,2,gadchiroli district,29230,0
224,maharashtra,2018,2,raigad district,238251,0
225,maharashtra,2018,2,palghar district,239053,0
226,maharashtra,2018,2,jalna district,80013,0
227,maharashtra,2018,2,gondia district,52497,0
228,maharashtra,2018,2,ahmednagar district,268520,0
229,maharashtra,2018,2,pune district,1592293,0
230,maharashtra,2018,2,beed district,102259,0
231,maharashtra,2018,2,satara district,159146,0
232,maharashtra,2021,4,jalgaon district,1087090,54643157
233,maharashtra,2021,4,latur district,719450,42649479
234,maharashtra,2021,4,thane district,4906492,134242235
235,maharashtra,2021,4,bhandara district,298697,11690408
236,maharashtra,2021,4,nandurbar district,250332,11355907
237,maharashtra,2021,4,chandrapur district,537212,23606587
238,maharashtra,2021,4,kolhapur district,1282234,52717877
239,maharashtra,2021,4,solapur district,1475291,99334977
240,maharashtra,2021,4,mumbai district,1770325,42805095
241,maharashtra,2021,4,sindhudurg district,195901,4296168
242,maharashtra,2021,4,dhule district,485968,24495240
243,maharashtra,2021,4,wardha district,346618,14636917
244,maharashtra,2021,4,parbhani district,422969,23200712
245,maharashtra,2021,4,mumbai suburban district,4740546,109361875
246,maharashtra,2021,4,hingoli district,231679,11737542
247,maharashtra,2021,4,ratnagiri district,345590,7938110
248,maharashtra,2021,4,nanded district,769599,45011341
249,maharashtra,2021,4,osmanabad district,450897,31235487
250,maharashtra,2021,4,nagpur district,2157149,99886471
251,maharashtra,2021,4,buldhana district,655296,38436220
252,maharashtra,2021,4,nashik district,2510393,133427791
253,maharashtra,2021,4,akola district,445026,21961729
254,maharashtra,2021,4,yavatmal district,514770,24464792
255,maharashtra,2021,4,aurangabad district,1786190,111147080
256,maharashtra,2021,4,amravati district,816701,38104234
257,maharashtra,2021,4,washim district,249576,13081507
258,maharashtra,2021,4,sangli district,868213,41662685
259,maharashtra,2021,4,gadchiroli district,175431,7057618
260,maharashtra,2021,4,raigad district,1457720,50821939
261,maharashtra,2021,4,palghar district,1508500,45585256
262,maharashtra,2021,4,jalna district,513160,30611882
263,maharashtra,2021,4,gondia district,278573,11623573
264,maharashtra,2021,4,ahmednagar district,1646991,99905359
265,maharashtra,2021,4,pune district,7880431,427289734
266,maharashtra,2021,4,beed district,674258,40582491
267,maharashtra,2021,4,satara district,1027238,51129773
268,maharashtra,2021,3,jalgaon district,1015954,44589296
269,maharashtra,2021,3,latur district,672411,35447172
270,maharashtra,2021,3,thane district,4597394,83300680
271,maharashtra,2021,3,bhandara district,278950,10492117
272,maharashtra,2021,3,nandurbar district,233351,14068043
273,maharashtra,2021,3,chandrapur district,501428,24953314
274,maharashtra,2021,3,kolhapur district,1201767,30276720
275,maharashtra,2021,3,solapur district,1380100,90517777
276,maharashtra,2021,3,mumbai district,1659663,22719084
277,maharashtra,2021,3,sindhudurg district,182992,8049285
278,maharashtra,2021,3,dhule district,453563,23874749
279,maharashtra,2021,3,wardha district,324042,14222066
280,maharashtra,2021,3,parbhani district,394690,24802131
281,maharashtra,2021,3,mumbai suburban district,4444495,64351820
282,maharashtra,2021,3,hingoli district,215433,13648354
283,maharashtra,2021,3,ratnagiri district,322959,12217296
284,maharashtra,2021,3,nanded district,718196,42572195
285,maharashtra,2021,3,osmanabad district,420827,34207354
286,maharashtra,2021,3,nagpur district,2020264,59516934
287,maharashtra,2021,3,buldhana district,610959,37781452
288,maharashtra,2021,3,nashik district,2352259,98434796
289,maharashtra,2021,3,akola district,415627,18302939
290,maharashtra,2021,3,yavatmal district,479110,29675311
291,maharashtra,2021,3,aurangabad district,1671665,80700747
292,maharashtra,2021,3,amravati district,762967,34351482
293,maharashtra,2021,3,washim district,232323,15590563
294,maharashtra,2021,3,sangli district,812828,36928390
295,maharashtra,2021,3,gadchiroli district,163308,11389807
296,maharashtra,2021,3,raigad district,1365513,37710413
297,maharashtra,2021,3,palghar district,1410321,32925198
298,maharashtra,2021,3,jalna district,477979,33173132
299,maharashtra,2021,3,gondia district,260029,11333638
300,maharashtra,2021,3,ahmednagar district,1539300,92999756
301,maharashtra,2021,3,pune district,7398336,249779063
302,maharashtra,2021,3,beed district,628912,47304097
303,maharashtra,2021,3,satara district,961302,43163681
304,maharashtra,2021,1,jalgaon district,880235,24564263
305,maharashtra,2021,1,latur district,582713,19927797
306,maharashtra,2021,1,thane district,4014464,95853664
307,maharashtra,2021,1,bhandara district,241307,5724141
308,maharashtra,2021,1,nandurbar district,200690,5232672
309,maharashtra,2021,1,chandrapur district,433697,10769204
310,maharashtra,2021,1,kolhapur district,1048158,24082808
311,maharashtra,2021,1,solapur district,1199130,43629720
312,maharashtra,2021,1,mumbai district,1450548,29473502
313,maharashtra,2021,1,sindhudurg district,158487,2681466
314,maharashtra,2021,1,dhule district,391549,11609420
315,maharashtra,2021,1,wardha district,281356,6547455
316,maharashtra,2021,1,parbhani district,341747,10585846
317,maharashtra,2021,1,mumbai suburban district,3886500,82964739
318,maharashtra,2021,1,hingoli district,184818,5031701
319,maharashtra,2021,1,ratnagiri district,279598,4518936
320,maharashtra,2021,1,nanded district,620908,19605168
321,maharashtra,2021,1,osmanabad district,363717,13404694
322,maharashtra,2021,1,nagpur district,1761562,50475590
323,maharashtra,2021,1,buldhana district,526980,16060285
324,maharashtra,2021,1,nashik district,2049293,73733644
325,maharashtra,2021,1,akola district,359424,8842396
326,maharashtra,2021,1,yavatmal district,411242,10054649
327,maharashtra,2021,1,aurangabad district,1456891,56978295
328,maharashtra,2021,1,amravati district,660582,18290419
329,maharashtra,2021,1,washim district,199116,5342030
330,maharashtra,2021,1,sangli district,706867,18164337
331,maharashtra,2021,1,gadchiroli district,140084,3550696
332,maharashtra,2021,1,raigad district,1189907,31848388
333,maharashtra,2021,1,palghar district,1225423,27805492
334,maharashtra,2021,1,jalna district,411010,13687818
335,maharashtra,2021,1,gondia district,224168,5277879
336,maharashtra,2021,1,ahmednagar district,1333477,46024131
337,maharashtra,2021,1,pune district,6481971,257611232
338,maharashtra,2021,1,beed district,543616,17941211
339,maharashtra,2021,1,satara district,836302,24080796
340,maharashtra,2021,2,jalgaon district,943259,35301873
341,maharashtra,2021,2,latur district,624744,29180891
342,maharashtra,2021,2,thane district,4290066,64723378
343,maharashtra,2021,2,bhandara district,258606,8333396
344,maharashtra,2021,2,nandurbar district,215867,10883715
345,maharashtra,2021,2,chandrapur district,465162,19083472
346,maharashtra,2021,2,kolhapur district,1120732,25166053
347,maharashtra,2021,2,solapur district,1283601,70070564
348,maharashtra,2021,2,mumbai district,1549784,15755744
349,maharashtra,2021,2,sindhudurg district,169850,6676394
350,maharashtra,2021,2,dhule district,420452,18433982
351,maharashtra,2021,2,wardha district,301303,11242152
352,maharashtra,2021,2,parbhani district,366307,20114134
353,maharashtra,2021,2,mumbai suburban district,4151227,48912802
354,maharashtra,2021,2,hingoli district,198989,10972408
355,maharashtra,2021,2,ratnagiri district,299931,11050624
356,maharashtra,2021,2,nanded district,666016,33359336
357,maharashtra,2021,2,osmanabad district,390287,28330715
358,maharashtra,2021,2,nagpur district,1883447,45250899
359,maharashtra,2021,2,buldhana district,565868,28581359
360,maharashtra,2021,2,nashik district,2191882,75757960
361,maharashtra,2021,2,akola district,385734,13364304
362,maharashtra,2021,2,yavatmal district,442623,21915611
363,maharashtra,2021,2,aurangabad district,1557693,63292884
364,maharashtra,2021,2,amravati district,708106,26297460
365,maharashtra,2021,2,washim district,214281,11684560
366,maharashtra,2021,2,sangli district,756769,28300612
367,maharashtra,2021,2,gadchiroli district,150715,8590038
368,maharashtra,2021,2,raigad district,1272744,29988653
369,maharashtra,2021,2,palghar district,1312388,24969796
370,maharashtra,2021,2,jalna district,441936,27109811
371,maharashtra,2021,2,gondia district,240700,9019259
372,maharashtra,2021,2,ahmednagar district,1429562,71089482
373,maharashtra,2021,2,pune district,6915820,182010403
374,maharashtra,2021,2,beed district,583148,38733719
375,maharashtra,2021,2,satara district,895098,34535149
376,maharashtra,2022,4,jalgaon district,1347408,79656163
377,maharashtra,2022,4,latur district,887351,60177337
378,maharashtra,2022,4,thane district,6042267,184887911
379,maharashtra,2022,4,bhandara district,369204,18125226
380,maharashtra,2022,4,nandurbar district,310094,17119982
381,maharashtra,2022,4,chandrapur district,662924,36567710
382,maharashtra,2022,4,kolhapur district,1571012,86481902
383,maharashtra,2022,4,solapur district,1811044,146728122
384,maharashtra,2022,4,mumbai district,2178155,63083465
385,maharashtra,2022,4,sindhudurg district,238677,6295157
386,maharashtra,2022,4,dhule district,603068,34986063
387,maharashtra,2022,4,wardha district,425327,26485214
388,maharashtra,2022,4,parbhani district,522880,32441607
389,maharashtra,2022,4,mumbai suburban district,5831539,155449376
390,maharashtra,2022,4,hingoli district,287777,17611932
391,maharashtra,2022,4,ratnagiri district,421696,11927717
392,maharashtra,2022,4,nanded district,952368,64607385
393,maharashtra,2022,4,osmanabad district,555058,47593507
394,maharashtra,2022,4,nagpur district,2655029,151837643
395,maharashtra,2022,4,buldhana district,814274,57822754
396,maharashtra,2022,4,nashik district,3086721,185459628
397,maharashtra,2022,4,akola district,551450,37011584
398,maharashtra,2022,4,yavatmal district,636910,41634405
399,maharashtra,2022,4,aurangabad district,2201353,146821264
400,maharashtra,2022,4,amravati district,1009815,59560804
401,maharashtra,2022,4,washim district,309651,21117499
402,maharashtra,2022,4,sangli district,1065081,70382653
403,maharashtra,2022,4,gadchiroli district,216959,11342922
404,maharashtra,2022,4,raigad district,1791713,73942725
405,maharashtra,2022,4,palghar district,1870957,68958750
406,maharashtra,2022,4,jalna district,638204,44298600
407,maharashtra,2022,4,gondia district,343702,19624448
408,maharashtra,2022,4,ahmednagar district,2027819,148431661
409,maharashtra,2022,4,pune district,9622338,614868245
410,maharashtra,2022,4,beed district,832340,60213520
411,maharashtra,2022,4,satara district,1261863,78647815
412,maharashtra,2022,3,jalgaon district,1286175,97532092
413,maharashtra,2022,3,latur district,848269,63264921
414,maharashtra,2022,3,thane district,5757165,33263065
415,maharashtra,2022,3,bhandara district,353174,19465120
416,maharashtra,2022,3,nandurbar district,296795,34198673
417,maharashtra,2022,3,chandrapur district,634045,56800651
418,maharashtra,2022,3,kolhapur district,1502306,47052254
419,maharashtra,2022,3,solapur district,1733556,228942597
420,maharashtra,2022,3,mumbai district,2074701,5594171
421,maharashtra,2022,3,sindhudurg district,229975,15739159
422,maharashtra,2022,3,dhule district,575813,54322077
423,maharashtra,2022,3,wardha district,407248,36192835
424,maharashtra,2022,3,parbhani district,499848,65733280
425,maharashtra,2022,3,mumbai suburban district,5555095,17750407
426,maharashtra,2022,3,hingoli district,275473,39256792
427,maharashtra,2022,3,ratnagiri district,405070,25571739
428,maharashtra,2022,3,nanded district,910486,98753308
429,maharashtra,2022,3,osmanabad district,531671,91882360
430,maharashtra,2022,3,nagpur district,2532986,66164790
431,maharashtra,2022,3,buldhana district,777977,93279571
432,maharashtra,2022,3,nashik district,2948824,151235515
433,maharashtra,2022,3,akola district,526815,44796514
434,maharashtra,2022,3,yavatmal district,610128,88314496
435,maharashtra,2022,3,aurangabad district,2101234,124307909
436,maharashtra,2022,3,amravati district,963982,72957653
437,maharashtra,2022,3,washim district,296272,43840731
438,maharashtra,2022,3,sangli district,1019817,93113946
439,maharashtra,2022,3,gadchiroli district,207786,26316493
440,maharashtra,2022,3,raigad district,1710945,36872830
441,maharashtra,2022,3,palghar district,1781265,36549593
442,maharashtra,2022,3,jalna district,610313,84336941
443,maharashtra,2022,3,gondia district,329157,25958200
444,maharashtra,2022,3,ahmednagar district,1940071,199343174
445,maharashtra,2022,3,pune district,9194074,217143958
446,maharashtra,2022,3,beed district,796486,119694601
447,maharashtra,2022,3,satara district,1207605,83121296
448,maharashtra,2022,1,jalgaon district,1156268,72850684
449,maharashtra,2022,1,latur district,764670,56012514
450,maharashtra,2022,1,thane district,5196050,36680314
451,maharashtra,2022,1,bhandara district,317709,17152369
452,maharashtra,2022,1,nandurbar district,266795,27838113
453,maharashtra,2022,1,chandrapur district,570979,46226115
454,maharashtra,2022,1,kolhapur district,1357916,44102892
455,maharashtra,2022,1,solapur district,1565902,178663433
456,maharashtra,2022,1,mumbai district,1873643,6937597
457,maharashtra,2022,1,sindhudurg district,208291,14208273
458,maharashtra,2022,1,dhule district,517310,42627770
459,maharashtra,2022,1,wardha district,368011,28821210
460,maharashtra,2022,1,parbhani district,450092,48613776
461,maharashtra,2022,1,mumbai suburban district,5017556,20523596
462,maharashtra,2022,1,hingoli district,247201,28802775
463,maharashtra,2022,1,ratnagiri district,366636,22168726
464,maharashtra,2022,1,nanded district,818876,75402365
465,maharashtra,2022,1,osmanabad district,479545,78950852
466,maharashtra,2022,1,nagpur district,2286011,62584115
467,maharashtra,2022,1,buldhana district,698097,72532489
468,maharashtra,2022,1,nashik district,2661739,123708845
469,maharashtra,2022,1,akola district,473498,34414449
470,maharashtra,2022,1,yavatmal district,548600,60532112
471,maharashtra,2022,1,aurangabad district,1894797,102754741
472,maharashtra,2022,1,amravati district,868057,58399645
473,maharashtra,2022,1,washim district,266019,33931899
474,maharashtra,2022,1,sangli district,921182,74801129
475,maharashtra,2022,1,gadchiroli district,186967,21889562
476,maharashtra,2022,1,raigad district,1544883,32504167
477,maharashtra,2022,1,palghar district,1601518,33545649
478,maharashtra,2022,1,jalna district,547672,64639245
479,maharashtra,2022,1,gondia district,296361,20628768
480,maharashtra,2022,1,ahmednagar district,1749682,162352399
481,maharashtra,2022,1,pune district,8331582,196168807
482,maharashtra,2022,1,beed district,717334,87680370
483,maharashtra,2022,1,satara district,1090181,68117749
484,maharashtra,2022,2,jalgaon district,1220513,86604210
485,maharashtra,2022,2,latur district,806328,62442383
486,maharashtra,2022,2,thane district,5471749,33991836
487,maharashtra,2022,2,bhandara district,335385,19090974
488,maharashtra,2022,2,nandurbar district,281849,34195706
489,maharashtra,2022,2,chandrapur district,602491,54957048
490,maharashtra,2022,2,kolhapur district,1428752,49114165
491,maharashtra,2022,2,solapur district,1649511,210685118
492,maharashtra,2022,2,mumbai district,1972178,6067589
493,maharashtra,2022,2,sindhudurg district,219513,16161050
494,maharashtra,2022,2,dhule district,546411,48704498
495,maharashtra,2022,2,wardha district,387779,34231505
496,maharashtra,2022,2,parbhani district,475099,60701206
497,maharashtra,2022,2,mumbai suburban district,5281053,18144066
498,maharashtra,2022,2,hingoli district,261356,34376077
499,maharashtra,2022,2,ratnagiri district,386205,27879839
500,maharashtra,2022,2,nanded district,864519,91285829
501,maharashtra,2022,2,osmanabad district,505757,89304598
502,maharashtra,2022,2,nagpur district,2407812,69028954
503,maharashtra,2022,2,buldhana district,737963,88820070
504,maharashtra,2022,2,nashik district,2803471,145768720
505,maharashtra,2022,2,akola district,500054,39236629
506,maharashtra,2022,2,yavatmal district,579638,73957323
507,maharashtra,2022,2,aurangabad district,1996927,118912859
508,maharashtra,2022,2,amravati district,915589,63414291
509,maharashtra,2022,2,washim district,281323,39129459
510,maharashtra,2022,2,sangli district,970235,87653019
511,maharashtra,2022,2,gadchiroli district,197516,26037494
512,maharashtra,2022,2,raigad district,1626771,36727170
513,maharashtra,2022,2,palghar district,1689875,35313113
514,maharashtra,2022,2,jalna district,579234,80567676
515,maharashtra,2022,2,gondia district,313009,24263083
516,maharashtra,2022,2,ahmednagar district,1844168,183118960
517,maharashtra,2022,2,pune district,8757249,209135770
518,maharashtra,2022,2,beed district,757060,115979666
519,maharashtra,2022,2,satara district,1148444,77944066
520,maharashtra,2019,4,jalgaon district,544543,10489465
521,maharashtra,2019,4,latur district,356834,7291996
522,maharashtra,2019,4,thane district,2638051,49544905
523,maharashtra,2019,4,bhandara district,149568,2623603
524,maharashtra,2019,4,nandurbar district,114409,1959032
525,maharashtra,2019,4,chandrapur district,259318,4145599
526,maharashtra,2019,4,kolhapur district,667401,10745321
527,maharashtra,2019,4,solapur district,736907,16277113
528,maharashtra,2019,4,mumbai district,973018,17093268
529,maharashtra,2019,4,sindhudurg district,91544,1136927
530,maharashtra,2019,4,dhule district,236666,4572478
531,maharashtra,2019,4,wardha district,173768,3114432
532,maharashtra,2019,4,parbhani district,199870,3855049
533,maharashtra,2019,4,mumbai suburban district,2630360,47901433
534,maharashtra,2019,4,hingoli district,105533,1945712
535,maharashtra,2019,4,ratnagiri district,161019,1982045
536,maharashtra,2019,4,nanded district,365279,7255734
537,maharashtra,2019,4,osmanabad district,216991,4775401
538,maharashtra,2019,4,nagpur district,1134480,27203048
539,maharashtra,2019,4,buldhana district,314734,6456257
540,maharashtra,2019,4,nashik district,1304611,35520766
541,maharashtra,2019,4,akola district,213840,3628010
542,maharashtra,2019,4,yavatmal district,232610,3864845
543,maharashtra,2019,4,aurangabad district,947081,28810624
544,maharashtra,2019,4,amravati district,403858,9688198
545,maharashtra,2019,4,washim district,114788,2011846
546,maharashtra,2019,4,sangli district,430878,7031892
547,maharashtra,2019,4,gadchiroli district,83722,1577267
548,maharashtra,2019,4,raigad district,754910,14090489
549,maharashtra,2019,4,palghar district,767925,13717318
550,maharashtra,2019,4,jalna district,240006,5304410
551,maharashtra,2019,4,gondia district,139401,2437637
552,maharashtra,2019,4,ahmednagar district,805271,17436148
553,maharashtra,2019,4,pune district,4416899,152980118
554,maharashtra,2019,4,beed district,310864,5886917
555,maharashtra,2019,4,satara district,508340,9298809
556,maharashtra,2019,3,jalgaon district,484320,7521590
557,maharashtra,2019,3,latur district,317568,5434923
558,maharashtra,2019,3,thane district,2396815,42873101
559,maharashtra,2019,3,bhandara district,133936,2083768
560,maharashtra,2019,3,nandurbar district,100724,1474214
561,maharashtra,2019,3,chandrapur district,230287,3166372
562,maharashtra,2019,3,kolhapur district,596174,8193309
